slug,title,episode_date,episode_type,transcript_url,transcript_available,raw_segments,usable_segments,page_title,fetch_status,cache_path
scream-vi-and-the-scream-movie-rankings,Scream VI and the Scream Movie Rankings,2023-03-17,NA,https://podscripts.co/podcasts/the-big-picture/scream-vi-and-the-scream-movie-rankings,TRUE,330,329,The Big Picture - Scream VI and the Scream Movie Rankings,ok,NA
the-2023-oscars-everything-everywhere-all-the-academy-awards,The 2023 Oscars: Everything Everywhere All the Academy Awards,2023-03-13,NA,https://podscripts.co/podcasts/the-big-picture/the-2023-oscars-everything-everywhere-all-the-academy-awards,TRUE,207,206,The Big Picture - The 2023 Oscars: Everything Everywhere All the Academy Awards,ok,NA
oscar-predictions-who-will-and-should-win-at-the-academy-awards,Oscar Predictions: Who Will and Should Win at the Academy Awards,2023-03-09,NA,https://podscripts.co/podcasts/the-big-picture/oscar-predictions-who-will-and-should-win-at-the-academy-awards,TRUE,352,352,The Big Picture - Oscar Predictions: Who Will and Should Win at the Academy Awards,ok,NA
the-dark-knight-rises-watch-along,The Dark Knight Rises Watch-Along,2023-03-07,NA,https://podscripts.co/podcasts/the-big-picture/the-dark-knight-rises-watch-along,TRUE,702,701,The Big Picture - The Dark Knight Rises Watch-Along,ok,NA
creed-iii-and-the-top-10-boxing-movies,Creed III and the Top 10 Boxing Movies,2023-03-03,NA,https://podscripts.co/podcasts/the-big-picture/creed-iii-and-the-top-10-boxing-movies,TRUE,215,213,The Big Picture - Creed III and the Top 10 Boxing Movies,ok,NA
the-2023-alternative-oscars-aka-the-big-picks,"The 2023 Alternative Oscars, A.K.A the Big Picks!",2023-02-28,NA,https://podscripts.co/podcasts/the-big-picture/the-2023-alternative-oscars-aka-the-big-picks,TRUE,358,357,"The Big Picture - The 2023 Alternative Oscars, A.K.A the Big Picks!",ok,NA
cocaine-bear-and-the-top-five-cocaine-movies,Cocaine Bear and the Top Five Cocaine Movies,2023-02-24,NA,https://podscripts.co/podcasts/the-big-picture/cocaine-bear-and-the-top-five-cocaine-movies,TRUE,193,193,The Big Picture - Cocaine Bear and the Top Five Cocaine Movies,ok,NA
diving-deep-into-avatar-the-way-of-water-and-triangle-of-sadness,Diving Deep Into Avatar: The Way of Water and Triangle of Sadness,2023-02-21,NA,https://podscripts.co/podcasts/the-big-picture/diving-deep-into-avatar-the-way-of-water-and-triangle-of-sadness,TRUE,236,235,The Big Picture - Diving Deep Into Avatar: The Way of Water and Triangle of Sadness,ok,NA
ant-man-and-the-wasp-quantumania-is-here-but-is-marvels-future-here-too,Ant-Man and the Wasp: Quantumania Is Here! But Is Marvels Future Here Too?,2023-02-17,NA,https://podscripts.co/podcasts/the-big-picture/ant-man-and-the-wasp-quantumania-is-here-but-is-marvels-future-here-too,TRUE,242,242,The Big Picture - Ant-Man and the Wasp: Quantumania Is Here! But Is Marvels Future Here Too?,ok,NA
the-1993-mega-movie-draft,The 1993 Mega Movie Draft,2023-02-14,NA,https://podscripts.co/podcasts/the-big-picture/the-1993-mega-movie-draft,TRUE,319,318,The Big Picture - The 1993 Mega Movie Draft,ok,NA
magic-mikes-last-dance-and-the-top-five-dance-movies,Magic Mikes Last Dance and the Top Five Dance Movies,2023-02-10,NA,https://podscripts.co/podcasts/the-big-picture/magic-mikes-last-dance-and-the-top-five-dance-movies,TRUE,267,266,The Big Picture - Magic Mikes Last Dance and the Top Five Dance Movies,ok,NA
best-picture-power-rankings-and-a-deeply-weird-best-actress-investigation,Best Picture Power Rankings and a Deeply Weird Best Actress Investigation,2023-02-07,NA,https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-and-a-deeply-weird-best-actress-investigation,TRUE,244,243,The Big Picture - Best Picture Power Rankings and a Deeply Weird Best Actress Investigation,ok,NA
knock-at-the-cabin-and-shyamalan-double-features-with-m-night-shyamalan,"Knock at the Cabin and Shyamalan Double Features, With M. Night Shyamalan!",2023-02-03,NA,https://podscripts.co/podcasts/the-big-picture/knock-at-the-cabin-and-shyamalan-double-features-with-m-night-shyamalan,TRUE,254,254,"The Big Picture - Knock at the Cabin and Shyamalan Double Features, With M. Night Shyamalan!",ok,NA
plane-and-the-top-10-sky-trash-movies,Plane and the Top 10 Sky Trash Movies,2023-02-01,NA,https://podscripts.co/podcasts/the-big-picture/plane-and-the-top-10-sky-trash-movies,TRUE,399,398,The Big Picture - Plane and the Top 10 Sky Trash Movies,ok,NA
the-oscar-nominations-hangover-and-the-top-10-movies-at-sundance,The Oscar Nominations Hangover and the Top 10 Movies at Sundance,2023-01-27,NA,https://podscripts.co/podcasts/the-big-picture/the-oscar-nominations-hangover-and-the-top-10-movies-at-sundance,TRUE,268,267,The Big Picture - The Oscar Nominations Hangover and the Top 10 Movies at Sundance,ok,NA
the-2023-oscar-nominations-snubs-surprises-and-wtfs,"The 2023 Oscar Nominations: Snubs, Surprises, and WTFs",2023-01-24,NA,https://podscripts.co/podcasts/the-big-picture/the-2023-oscar-nominations-snubs-surprises-and-wtfs,TRUE,232,232,"The Big Picture - The 2023 Oscar Nominations: Snubs, Surprises, and WTFs",ok,NA
the-2023-movie-auction-plus-damien-chazelle-on-babylon,The 2023 Movie Auction. Plus: Damien Chazelle on Babylon!,2023-01-20,NA,https://podscripts.co/podcasts/the-big-picture/the-2023-movie-auction-plus-damien-chazelle-on-babylon,TRUE,534,533,The Big Picture - The 2023 Movie Auction. Plus: Damien Chazelle on Babylon!,ok,NA
top-five-war-movies-and-all-quiet-on-the-western-front,Top Five War Movies and All Quiet on the Western Front,2023-01-17,NA,https://podscripts.co/podcasts/the-big-picture/top-five-war-movies-and-all-quiet-on-the-western-front,TRUE,316,315,The Big Picture - Top Five War Movies and All Quiet on the Western Front,ok,NA
m3gan-plus-five-shocking-awards-season-twists,"M3GAN, Plus Five Shocking Awards Season Twists",2023-01-13,NA,https://podscripts.co/podcasts/the-big-picture/m3gan-plus-five-shocking-awards-season-twists,TRUE,220,219,"The Big Picture - M3GAN, Plus Five Shocking Awards Season Twists",ok,NA
the-2023-golden-globes-hollywoods-messiest-night-returns,The 2023 Golden Globes: Hollywoods Messiest Night Returns,2023-01-11,NA,https://podscripts.co/podcasts/the-big-picture/the-2023-golden-globes-hollywoods-messiest-night-returns,TRUE,120,120,The Big Picture - The 2023 Golden Globes: Hollywoods Messiest Night Returns,ok,NA
best-picture-power-rankings-an-avatar-the-way-of-water-surge-and-a-surprise-no-1,Best Picture Power Rankings: An Avatar: The Way of Water Surge and a Surprise No. 1,2023-01-06,NA,https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-an-avatar-the-way-of-water-surge-and-a-surprise-no-1,TRUE,185,184,The Big Picture - Best Picture Power Rankings: An Avatar: The Way of Water Surge and a Surprise No. 1,ok,NA
the-23-most-anticipated-movies-of-2023,The 23 Most Anticipated Movies of 2023,2023-01-03,NA,https://podscripts.co/podcasts/the-big-picture/the-23-most-anticipated-movies-of-2023,TRUE,306,305,The Big Picture - The 23 Most Anticipated Movies of 2023,ok,NA
the-top-10-animated-movies-of-2022-and-guillermo-del-toros-pinocchio,The Top 10 Animated Movies of 2022 and Guillermo del Toros Pinocchio,2023-01-01,NA,https://podscripts.co/podcasts/the-big-picture/the-top-10-animated-movies-of-2022-and-guillermo-del-toros-pinocchio,TRUE,150,149,The Big Picture - The Top 10 Animated Movies of 2022 and Guillermo del Toros Pinocchio,ok,NA
