slug,title,episode_date,episode_type,transcript_url,transcript_available,raw_segments,usable_segments,page_title,fetch_status,cache_path
the-summer-movie-mailbag,The Summer Movie Mailbag,2025-08-05,NA,https://podscripts.co/podcasts/the-big-picture/the-summer-movie-mailbag,TRUE,336,335,The Big Picture - The Summer Movie Mailbag,ok,NA
happy-gilmore-2-the-naked-gun-and-the-21st-century-comedy-movie-crisis,"Happy Gilmore 2,The Naked Gun, and the 21st-Century Comedy Movie Crisis",2025-08-01,NA,https://podscripts.co/podcasts/the-big-picture/happy-gilmore-2-the-naked-gun-and-the-21st-century-comedy-movie-crisis,TRUE,220,219,"The Big Picture - Happy Gilmore 2,The Naked Gun, and the 21st-Century Comedy Movie Crisis",ok,NA
the-1990s-horror-movie-canon-and-i-know-what-you-did-last-summer-plus-the-kpop-demon-hunters-revolution,The 1990s Horror Movie Canon and I Know What You Did Last Summer. Plus: The KPop Demon Hunters Revolution.,2025-07-30,NA,https://podscripts.co/podcasts/the-big-picture/the-1990s-horror-movie-canon-and-i-know-what-you-did-last-summer-plus-the-kpop-demon-hunters-revolution,TRUE,276,275,The Big Picture - The 1990s Horror Movie Canon and I Know What You Did Last Summer. Plus: The KPop Demon Hunters Revolution.,ok,NA
the-25-best-movies-of-the-century-no-14-moneyball,The 25 Best Movies of the Century: No. 14 - Moneyball,2025-07-28,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-14-moneyball,TRUE,90,90,The Big Picture - The 25 Best Movies of the Century: No. 14 - Moneyball,ok,NA
the-fantastic-four-first-steps-is-here-plus-our-fall-film-festival-preview,The Fantastic Four: First Steps Is Here. Plus: Our Fall Film Festival Preview.,2025-07-25,NA,https://podscripts.co/podcasts/the-big-picture/the-fantastic-four-first-steps-is-here-plus-our-fall-film-festival-preview,TRUE,226,226,The Big Picture - The Fantastic Four: First Steps Is Here. Plus: Our Fall Film Festival Preview.,ok,NA
the-chicago-movie-draft-live-in-chicago,The Chicago Movie Draft LIVE in Chicago!,2025-07-22,NA,https://podscripts.co/podcasts/the-big-picture/the-chicago-movie-draft-live-in-chicago,TRUE,311,309,The Big Picture - The Chicago Movie Draft LIVE in Chicago!,ok,NA
ari-asters-eddington-is-a-mirror-like-what-you-see,Ari Asters Eddington Is a Mirror. Like What You See?,2025-07-18,NA,https://podscripts.co/podcasts/the-big-picture/ari-asters-eddington-is-a-mirror-like-what-you-see,TRUE,275,275,The Big Picture - Ari Asters Eddington Is a Mirror. Like What You See?,ok,NA
the-25-best-movies-of-the-century-no-15-inside-llewyn-davis,The 25 Best Movies of the Century: No. 15 - Inside Llewyn Davis,2025-07-16,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-15-inside-llewyn-davis,TRUE,114,114,The Big Picture - The 25 Best Movies of the Century: No. 15 - Inside Llewyn Davis,ok,NA
the-superman-movie-rankings,The Superman Movie Rankings,2025-07-14,NA,https://podscripts.co/podcasts/the-big-picture/the-superman-movie-rankings,TRUE,360,360,The Big Picture - The Superman Movie Rankings,ok,NA
superman-is-here-to-save-the-day-are-we-saved,Superman Is Here to Save the Day. Are We Saved?,2025-07-11,NA,https://podscripts.co/podcasts/the-big-picture/superman-is-here-to-save-the-day-are-we-saved,TRUE,278,277,The Big Picture - Superman Is Here to Save the Day. Are We Saved?,ok,NA
the-2025-movie-auction-returns,The 2025 Movie Auction Returns!,2025-07-08,NA,https://podscripts.co/podcasts/the-big-picture/the-2025-movie-auction-returns,TRUE,476,474,The Big Picture - The 2025 Movie Auction Returns!,ok,NA
the-25-best-movies-of-the-century-no-16-oppenheimer,The 25 Best Movies of the Century: No. 16 - Oppenheimer,2025-07-04,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-16-oppenheimer,TRUE,129,129,The Big Picture - The 25 Best Movies of the Century: No. 16 - Oppenheimer,ok,NA
jurassic-world-rebirth-does-not-find-a-way-plus-nolans-the-odyssey-is-coming,Jurassic World Rebirth Does Not Find a Way. Plus: Nolans The Odyssey Is Coming!,2025-07-02,NA,https://podscripts.co/podcasts/the-big-picture/jurassic-world-rebirth-does-not-find-a-way-plus-nolans-the-odyssey-is-coming,TRUE,254,254,The Big Picture - Jurassic World Rebirth Does Not Find a Way. Plus: Nolans The Odyssey Is Coming!,ok,NA
f1-is-a-fast-fierce-blockbuster-throwback-with-joseph-kosinski-plus-the-future-of-james-bond,"F1 Is a Fast, Fierce Blockbuster Throwback, With Joseph Kosinski! Plus, The Future of James Bond.",2025-06-27,NA,https://podscripts.co/podcasts/the-big-picture/f1-is-a-fast-fierce-blockbuster-throwback-with-joseph-kosinski-plus-the-future-of-james-bond,TRUE,296,294,"The Big Picture - F1 Is a Fast, Fierce Blockbuster Throwback, With Joseph Kosinski! Plus, The Future of James Bond.",ok,NA
the-25-best-movies-of-the-century-no-17-anchorman-the-legend-of-ron-burgundy,The 25 Best Movies of the Century: No. 17 - Anchorman: The Legend of Ron Burgundy,2025-06-25,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-17-anchorman-the-legend-of-ron-burgundy,TRUE,151,150,The Big Picture - The 25 Best Movies of the Century: No. 17 - Anchorman: The Legend of Ron Burgundy,ok,NA
our-800th-episode-ask-us-anything-mailbag-plus-elio-and-how-to-train-your-dragon,Our 800th Episode Ask-Us-Anything Mailbag. Plus: Elio and How to Train Your Dragon.,2025-06-23,NA,https://podscripts.co/podcasts/the-big-picture/our-800th-episode-ask-us-anything-mailbag-plus-elio-and-how-to-train-your-dragon,TRUE,313,311,The Big Picture - Our 800th Episode Ask-Us-Anything Mailbag. Plus: Elio and How to Train Your Dragon.,ok,NA
28-years-later-death-zombies-and-one-of-the-years-best-movies,"'28 Years Later': Death, Zombies, and One of the Year's Best Movies",2025-06-21,NA,https://podscripts.co/podcasts/the-big-picture/28-years-later-death-zombies-and-one-of-the-years-best-movies,TRUE,231,231,"The Big Picture - '28 Years Later': Death, Zombies, and One of the Year's Best Movies",ok,NA
the-25-best-movies-of-the-century-no-18-before-sunset,The 25 Best Movies of the Century: No. 18 - Before Sunset,2025-06-18,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-18-before-sunset,TRUE,122,120,The Big Picture - The 25 Best Movies of the Century: No. 18 - Before Sunset,ok,NA
the-advice-hour,The Advice Hour,2025-06-16,NA,https://podscripts.co/podcasts/the-big-picture/the-advice-hour,TRUE,288,288,The Big Picture - The Advice Hour,ok,NA
materialists-and-the-top-five-movie-love-triangles-plus-the-life-of-chuck-with-mike-flanagan,"Materialists and the Top Five Movie Love Triangles. Plus: The Life of Chuck, With Mike Flanagan.",2025-06-13,NA,https://podscripts.co/podcasts/the-big-picture/materialists-and-the-top-five-movie-love-triangles-plus-the-life-of-chuck-with-mike-flanagan,TRUE,286,286,"The Big Picture - Materialists and the Top Five Movie Love Triangles. Plus: The Life of Chuck, With Mike Flanagan.",ok,NA
ballerina-bring-her-back-and-dogma-reborn-with-kevin-smith,"Ballerina,Bring Her Back, and Dogma Reborn, with Kevin Smith!!!",2025-06-10,NA,https://podscripts.co/podcasts/the-big-picture/ballerina-bring-her-back-and-dogma-reborn-with-kevin-smith,TRUE,249,249,"The Big Picture - Ballerina,Bring Her Back, and Dogma Reborn, with Kevin Smith!!!",ok,NA
the-phoenician-scheme-is-here-with-wes-anderson,"The Phoenician Scheme Is Here, With Wes Anderson!",2025-06-06,NA,https://podscripts.co/podcasts/the-big-picture/the-phoenician-scheme-is-here-with-wes-anderson,TRUE,191,188,"The Big Picture - The Phoenician Scheme Is Here, With Wes Anderson!",ok,NA
the-2000-movie-mega-draft,The 2000 Movie Mega-Draft,2025-06-04,NA,https://podscripts.co/podcasts/the-big-picture/the-2000-movie-mega-draft,TRUE,414,414,The Big Picture - The 2000 Movie Mega-Draft,ok,NA
the-shrek-pod,The Shrek Pod,2025-05-30,NA,https://podscripts.co/podcasts/the-big-picture/the-shrek-pod,TRUE,248,247,The Big Picture - The Shrek Pod,ok,NA
lilo-stitch-friendship-and-the-top-five-movie-friends,"Lilo & Stitch,Friendship, and the Top Five Movie Friends",2025-05-28,NA,https://podscripts.co/podcasts/the-big-picture/lilo-stitch-friendship-and-the-top-five-movie-friends,TRUE,253,252,"The Big Picture - Lilo & Stitch,Friendship, and the Top Five Movie Friends",ok,NA
the-25-best-movies-of-the-century-no-19-spirited-away,The 25 Best Movies of the Century: No. 19 - Spirited Away,2025-05-26,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-19-spirited-away,TRUE,97,97,The Big Picture - The 25 Best Movies of the Century: No. 19 - Spirited Away,ok,NA
mission-impossible-the-final-reckoning-is-here-how-will-we-reckon-with-it,Mission: ImpossibleThe Final Reckoning Is Here. How Will We Reckon With It?,2025-05-23,NA,https://podscripts.co/podcasts/the-big-picture/mission-impossible-the-final-reckoning-is-here-how-will-we-reckon-with-it,TRUE,271,271,The Big Picture - Mission: ImpossibleThe Final Reckoning Is Here. How Will We Reckon With It?,ok,NA
the-final-destination-kill-rankings-and-bloodlines,The Final Destination Kill Rankings and Bloodlines,2025-05-20,NA,https://podscripts.co/podcasts/the-big-picture/the-final-destination-kill-rankings-and-bloodlines,TRUE,190,189,The Big Picture - The Final Destination Kill Rankings and Bloodlines,ok,NA
the-tom-cruise-movie-draft,The Tom Cruise Movie Draft,2025-05-16,NA,https://podscripts.co/podcasts/the-big-picture/the-tom-cruise-movie-draft,TRUE,412,411,The Big Picture - The Tom Cruise Movie Draft,ok,NA
the-25-best-movies-of-the-century-no-20-melancholia,The 25 Best Movies of the Century: No. 20 - Melancholia,2025-05-14,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-20-melancholia,TRUE,105,104,The Big Picture - The 25 Best Movies of the Century: No. 20 - Melancholia,ok,NA
a-mailbag-for-all-time-plus-alex-ross-perry-returns,A Mailbag for All Time. Plus: Alex Ross Perry Returns!,2025-05-12,NA,https://podscripts.co/podcasts/the-big-picture/a-mailbag-for-all-time-plus-alex-ross-perry-returns,TRUE,415,414,The Big Picture - A Mailbag for All Time. Plus: Alex Ross Perry Returns!,ok,NA
the-paul-newman-hall-of-fame,The Paul Newman Hall of Fame,2025-05-09,NA,https://podscripts.co/podcasts/the-big-picture/the-paul-newman-hall-of-fame,TRUE,400,400,The Big Picture - The Paul Newman Hall of Fame,ok,NA
the-2025-movie-star-rankings-35-over-35-plus-nicolas-cage,The 2025 Movie Star Rankings: 35 Over 35. Plus: Nicolas Cage!,2025-05-06,NA,https://podscripts.co/podcasts/the-big-picture/the-2025-movie-star-rankings-35-over-35-plus-nicolas-cage,TRUE,398,398,The Big Picture - The 2025 Movie Star Rankings: 35 Over 35. Plus: Nicolas Cage!,ok,NA
thunderbolts-is-marvels-return-to-form-is-it-too-late,Thunderbolts* Is Marvels Return to Form. Is It Too Late?,2025-05-02,NA,https://podscripts.co/podcasts/the-big-picture/thunderbolts-is-marvels-return-to-form-is-it-too-late,TRUE,281,281,The Big Picture - Thunderbolts* Is Marvels Return to Form. Is It Too Late?,ok,NA
the-25-best-movies-of-the-century-no-21-mission-impossible-fallout,The 25 Best Movies of the Century: No. 21 - Mission: Impossible - Fallout,2025-04-30,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-21-mission-impossible-fallout,TRUE,117,117,The Big Picture - The 25 Best Movies of the Century: No. 21 - Mission: Impossible - Fallout,ok,NA
four-ways-of-looking-at-an-action-movie-the-accountant-2-havoc-a-working-man-and-the-amateur,"Four Ways of Looking at an Action Movie: The Accountant 2,Havoc,A Working Man, and The Amateur",2025-04-28,NA,https://podscripts.co/podcasts/the-big-picture/four-ways-of-looking-at-an-action-movie-the-accountant-2-havoc-a-working-man-and-the-amateur,TRUE,234,234,"The Big Picture - Four Ways of Looking at an Action Movie: The Accountant 2,Havoc,A Working Man, and The Amateur",ok,NA
the-summer-movie-preview-game-plus-david-cronenberg-on-the-shrouds,The Summer Movie Preview Game. Plus: David Cronenberg on The Shrouds.,2025-04-25,NA,https://podscripts.co/podcasts/the-big-picture/the-summer-movie-preview-game-plus-david-cronenberg-on-the-shrouds,TRUE,448,447,The Big Picture - The Summer Movie Preview Game. Plus: David Cronenberg on The Shrouds.,ok,NA
the-sinners-surge-plus-the-val-kilmer-hall-of-fame,The Sinners Surge. Plus: The Val Kilmer Hall of Fame!,2025-04-23,NA,https://podscripts.co/podcasts/the-big-picture/the-sinners-surge-plus-the-val-kilmer-hall-of-fame,TRUE,226,225,The Big Picture - The Sinners Surge. Plus: The Val Kilmer Hall of Fame!,ok,NA
the-25-best-movies-of-the-century-no-22-children-of-men,The 25 Best Movies of the Century: No. 22 - Children of Men,2025-04-21,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-22-children-of-men,TRUE,107,106,The Big Picture - The 25 Best Movies of the Century: No. 22 - Children of Men,ok,NA
sinners-is-for-the-sickos-the-cinephiles-and-you-with-ryan-coogler,"Sinners Is for the Sickos, the Cinephiles and You, with Ryan Coogler!",2025-04-17,NA,https://podscripts.co/podcasts/the-big-picture/sinners-is-for-the-sickos-the-cinephiles-and-you-with-ryan-coogler,TRUE,249,249,"The Big Picture - Sinners Is for the Sickos, the Cinephiles and You, with Ryan Coogler!",ok,NA
the-1990-movie-draft,The 1990 Movie Draft,2025-04-15,NA,https://podscripts.co/podcasts/the-big-picture/the-1990-movie-draft,TRUE,300,299,The Big Picture - The 1990 Movie Draft,ok,NA
the-10-most-intriguing-movies-at-the-cannes-film-festival-plus-warfare-is-hell-with-alex-garland-and-ray-mendoza,"The 10 Most Intriguing Movies at the Cannes Film Festival. Plus: Warfare Is Hell, With Alex Garland and Ray Mendoza.",2025-04-11,NA,https://podscripts.co/podcasts/the-big-picture/the-10-most-intriguing-movies-at-the-cannes-film-festival-plus-warfare-is-hell-with-alex-garland-and-ray-mendoza,TRUE,235,233,"The Big Picture - The 10 Most Intriguing Movies at the Cannes Film Festival. Plus: Warfare Is Hell, With Alex Garland and Ray Mendoza.",ok,NA
the-25-best-movies-of-the-century-no-23-somethings-gotta-give,"The 25 Best Movies of the Century: No. 23, Somethings Gotta Give",2025-04-09,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-23-somethings-gotta-give,TRUE,119,118,"The Big Picture - The 25 Best Movies of the Century: No. 23, Somethings Gotta Give",ok,NA
a-minecraft-movie-is-the-most-important-movie-of-the-year-so-far-and-these-flicks-are-the-best,A Minecraft Movie Is the Most Important Movie of the Year So Far. And These Flicks Are the Best,2025-04-07,NA,https://podscripts.co/podcasts/the-big-picture/a-minecraft-movie-is-the-most-important-movie-of-the-year-so-far-and-these-flicks-are-the-best,TRUE,249,249,The Big Picture - A Minecraft Movie Is the Most Important Movie of the Year So Far. And These Flicks Are the Best,ok,NA
the-15-most-anticipated-movies-at-cinemacon-and-our-trip-to-las-vegas,"The 15 Most Anticipated Movies at CinemaCon, and Our Trip to Las Vegas!",2025-04-05,NA,https://podscripts.co/podcasts/the-big-picture/the-15-most-anticipated-movies-at-cinemacon-and-our-trip-to-las-vegas,TRUE,286,285,"The Big Picture - The 15 Most Anticipated Movies at CinemaCon, and Our Trip to Las Vegas!",ok,NA
the-gen-z-movie-focus-group,The Gen Z Movie Focus Group,2025-04-01,NA,https://podscripts.co/podcasts/the-big-picture/the-gen-z-movie-focus-group,TRUE,252,251,The Big Picture - The Gen Z Movie Focus Group,ok,NA
the-garbage-women-canon-plus-holland-and-kinda-pregnant,The Garbage Women Canon! Plus: 'Holland' and 'Kinda Pregnant.',2025-03-28,NA,https://podscripts.co/podcasts/the-big-picture/the-garbage-women-canon-plus-holland-and-kinda-pregnant,TRUE,293,293,The Big Picture - The Garbage Women Canon! Plus: 'Holland' and 'Kinda Pregnant.',ok,NA
the-25-best-movies-of-the-century-no-24-the-handmaiden,The 25 Best Movies of the Century: No. 24 - The Handmaiden,2025-03-26,NA,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-24-the-handmaiden,TRUE,105,105,The Big Picture - The 25 Best Movies of the Century: No. 24 - The Handmaiden,ok,NA
the-top-10-garbage-scorsese-movies-and-the-alto-knights,The Top 10 Garbage Scorsese Movies and The Alto Knights,2025-03-24,NA,https://podscripts.co/podcasts/the-big-picture/the-top-10-garbage-scorsese-movies-and-the-alto-knights,TRUE,239,239,The Big Picture - The Top 10 Garbage Scorsese Movies and The Alto Knights,ok,NA
the-1982-movie-draft,The 1982 Movie Draft,2025-03-21,NA,https://podscripts.co/podcasts/the-big-picture/the-1982-movie-draft,TRUE,408,408,The Big Picture - The 1982 Movie Draft,ok,NA
the-electric-state-is-a-netflix-nightmare-plus-10-better-movies-we-missed,"The Electric State Is a Netflix Nightmare. Plus, 10 (Better) Movies We Missed.",2025-03-17,NA,https://podscripts.co/podcasts/the-big-picture/the-electric-state-is-a-netflix-nightmare-plus-10-better-movies-we-missed,TRUE,370,370,"The Big Picture - The Electric State Is a Netflix Nightmare. Plus, 10 (Better) Movies We Missed.",ok,NA
the-cate-blanchett-hall-of-fame-and-the-delightfully-sleek-black-bag,The Cate Blanchett Hall of Fame and the Delightfully Sleek Black Bag,2025-03-14,NA,https://podscripts.co/podcasts/the-big-picture/the-cate-blanchett-hall-of-fame-and-the-delightfully-sleek-black-bag,TRUE,342,342,The Big Picture - The Cate Blanchett Hall of Fame and the Delightfully Sleek Black Bag,ok,NA
mickey-17-and-the-bong-joon-ho-movie-rankings,Mickey 17 and the Bong Joon-ho Movie Rankings,2025-03-10,NA,https://podscripts.co/podcasts/the-big-picture/mickey-17-and-the-bong-joon-ho-movie-rankings,TRUE,243,243,The Big Picture - Mickey 17 and the Bong Joon-ho Movie Rankings,ok,NA
the-oscars-hangover-mailbag-plus-bong-joon-ho-returns,The Oscars Hangover Mailbag. Plus: Bong Joon-ho Returns!,2025-03-06,NA,https://podscripts.co/podcasts/the-big-picture/the-oscars-hangover-mailbag-plus-bong-joon-ho-returns,TRUE,335,335,The Big Picture - The Oscars Hangover Mailbag. Plus: Bong Joon-ho Returns!,ok,NA
the-2025-oscars-anora-has-the-greatest-day,The 2025 Oscars: Anora Has the Greatest Day,2025-03-03,NA,https://podscripts.co/podcasts/the-big-picture/the-2025-oscars-anora-has-the-greatest-day,TRUE,239,238,The Big Picture - The 2025 Oscars: Anora Has the Greatest Day,ok,NA
final-2025-oscar-predictions-who-will-win-and-should-win,Final 2025 Oscar Predictions: Who Will Win and Should Win,2025-02-27,NA,https://podscripts.co/podcasts/the-big-picture/final-2025-oscar-predictions-who-will-win-and-should-win,TRUE,298,297,The Big Picture - Final 2025 Oscar Predictions: Who Will Win and Should Win,ok,NA
the-2025-alternative-oscars-aka-the-5th-annual-big-picks,"The 2025 Alternative Oscars, a.k.a. the 5th Annual Big Picks!",2025-02-25,NA,https://podscripts.co/podcasts/the-big-picture/the-2025-alternative-oscars-aka-the-5th-annual-big-picks,TRUE,360,359,"The Big Picture - The 2025 Alternative Oscars, a.k.a. the 5th Annual Big Picks!",ok,NA
the-best-picture-movie-draft,The Best Picture Movie Draft,2025-02-21,NA,https://podscripts.co/podcasts/the-big-picture/the-best-picture-movie-draft,TRUE,283,283,The Big Picture - The Best Picture Movie Draft,ok,NA
the-21st-century-american-british-movie-canon-bridget-jones-mad-about-the-boy-and-paddington-in-peru,"The 21st-Century (American) British Movie Canon, Bridget Jones: Mad About the Boy, and Paddington in Peru",2025-02-18,NA,https://podscripts.co/podcasts/the-big-picture/the-21st-century-american-british-movie-canon-bridget-jones-mad-about-the-boy-and-paddington-in-peru,TRUE,276,276,"The Big Picture - The 21st-Century (American) British Movie Canon, Bridget Jones: Mad About the Boy, and Paddington in Peru",ok,NA
captain-america-brave-new-world-is-marvels-rock-bottom-now-what,Captain America: Brave New World Is Marvels Rock Bottom. Now What?,2025-02-14,NA,https://podscripts.co/podcasts/the-big-picture/captain-america-brave-new-world-is-marvels-rock-bottom-now-what,TRUE,200,200,The Big Picture - Captain America: Brave New World Is Marvels Rock Bottom. Now What?,ok,NA
the-mega-mailbag-is-here-and-the-new-best-picture-front-runner-is,"The Mega-Mailbag Is Here, and the New Best Picture Front-Runner Is",2025-02-10,NA,https://podscripts.co/podcasts/the-big-picture/the-mega-mailbag-is-here-and-the-new-best-picture-front-runner-is,TRUE,389,389,"The Big Picture - The Mega-Mailbag Is Here, and the New Best Picture Front-Runner Is",ok,NA
the-top-10-garbage-love-movies-companion-and-youre-cordially-invited,"The Top 10 Garbage Love Movies, Companion, and Youre Cordially Invited",2025-02-07,NA,https://podscripts.co/podcasts/the-big-picture/the-top-10-garbage-love-movies-companion-and-youre-cordially-invited,TRUE,386,385,"The Big Picture - The Top 10 Garbage Love Movies, Companion, and Youre Cordially Invited",ok,NA
the-10-best-movies-at-sundance-and-the-astonishing-nickel-boys,"The 10 Best Movies at Sundance, and the Astonishing Nickel Boys",2025-02-04,NA,https://podscripts.co/podcasts/the-big-picture/the-10-best-movies-at-sundance-and-the-astonishing-nickel-boys,TRUE,269,268,"The Big Picture - The 10 Best Movies at Sundance, and the Astonishing Nickel Boys",ok,NA
best-picture-power-rankings-and-brutal-honesty-about-the-brutalist,Best Picture Power Rankings and Brutal Honesty About The Brutalist,2025-01-31,NA,https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-and-brutal-honesty-about-the-brutalist,TRUE,398,398,The Big Picture - Best Picture Power Rankings and Brutal Honesty About The Brutalist,ok,NA
the-2025-dumpuary-extravaganza-plus-steven-soderbergh-returns,The 2025 Dumpuary Extravaganza. Plus: Steven Soderbergh Returns!,2025-01-27,NA,https://podscripts.co/podcasts/the-big-picture/the-2025-dumpuary-extravaganza-plus-steven-soderbergh-returns,TRUE,383,383,The Big Picture - The 2025 Dumpuary Extravaganza. Plus: Steven Soderbergh Returns!,ok,NA
2025-oscar-nominations-snubs-surprises-and-wtfs,"2025 Oscar Nominations: Snubs, Surprises, and WTFs",2025-01-23,NA,https://podscripts.co/podcasts/the-big-picture/2025-oscar-nominations-snubs-surprises-and-wtfs,TRUE,269,269,"The Big Picture - 2025 Oscar Nominations: Snubs, Surprises, and WTFs",ok,NA
the-2025-movie-auction,The 2025 Movie Auction,2025-01-20,NA,https://podscripts.co/podcasts/the-big-picture/the-2025-movie-auction,TRUE,396,395,The Big Picture - The 2025 Movie Auction,ok,NA
the-loss-of-david-lynch-plus-our-oscar-nomination-predictions,"The Loss of David Lynch. Plus, Our Oscar Nomination Predictions.",2025-01-17,NA,https://podscripts.co/podcasts/the-big-picture/the-loss-of-david-lynch-plus-our-oscar-nomination-predictions,TRUE,314,313,"The Big Picture - The Loss of David Lynch. Plus, Our Oscar Nomination Predictions.",ok,NA
the-25-most-anticipated-movies-of-2025,The 25 Most Anticipated Movies of 2025,2025-01-14,NA,https://podscripts.co/podcasts/the-big-picture/the-25-most-anticipated-movies-of-2025,TRUE,322,322,The Big Picture - The 25 Most Anticipated Movies of 2025,ok,NA
the-nicole-kidman-hall-of-fame-and-babygirl,"The Nicole Kidman Hall of Fame, and Babygirl",2025-01-08,NA,https://podscripts.co/podcasts/the-big-picture/the-nicole-kidman-hall-of-fame-and-babygirl,TRUE,485,484,"The Big Picture - The Nicole Kidman Hall of Fame, and Babygirl",ok,NA
the-2025-golden-globes-the-brutalist-and-emilia-perez-usher-in-a-new-era,The 2025 Golden Globes: The Brutalist and Emilia Prez Usher in a New Era,2025-01-06,NA,https://podscripts.co/podcasts/the-big-picture/the-2025-golden-globes-the-brutalist-and-emilia-perez-usher-in-a-new-era,TRUE,261,260,The Big Picture - The 2025 Golden Globes: The Brutalist and Emilia Prez Usher in a New Era,ok,NA
our-golden-globe-predictions-plus-introducing-25-for-25,Our Golden Globe Predictions. Plus: Introducing 25 for 25!,2025-01-03,NA,https://podscripts.co/podcasts/the-big-picture/our-golden-globe-predictions-plus-introducing-25-for-25,TRUE,433,432,The Big Picture - Our Golden Globe Predictions. Plus: Introducing 25 for 25!,ok,NA
the-triumph-of-the-brutalist-with-adrien-brody-and-brady-corbet,"The Triumph of The Brutalist, With Adrien Brody and Brady Corbet",2024-12-31,NA,https://podscripts.co/podcasts/the-big-picture/the-triumph-of-the-brutalist-with-adrien-brody-and-brady-corbet,TRUE,269,269,"The Big Picture - The Triumph of The Brutalist, With Adrien Brody and Brady Corbet",ok,NA
nosferatu-and-the-top-five-vampire-movies-with-robert-eggers,"Nosferatu and the Top Five Vampire Movies, With Robert Eggers!",2024-12-27,NA,https://podscripts.co/podcasts/the-big-picture/nosferatu-and-the-top-five-vampire-movies-with-robert-eggers,TRUE,380,379,"The Big Picture - Nosferatu and the Top Five Vampire Movies, With Robert Eggers!",ok,NA
a-complete-unknown-is-a-bob-dylan-movie-how-does-it-feel,A Complete Unknown Is a Bob Dylan Movie. How Does It Feel?,2024-12-24,NA,https://podscripts.co/podcasts/the-big-picture/a-complete-unknown-is-a-bob-dylan-movie-how-does-it-feel,TRUE,300,299,The Big Picture - A Complete Unknown Is a Bob Dylan Movie. How Does It Feel?,ok,NA
best-picture-power-rankings-and-the-winners-and-losers-of-movies-in-2024-plus-superman-is-here,Best Picture Power Rankings and the Winners and Losers of Movies in 2024. Plus: Superman Is Here.,2024-12-20,NA,https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-and-the-winners-and-losers-of-movies-in-2024-plus-superman-is-here,TRUE,334,333,The Big Picture - Best Picture Power Rankings and the Winners and Losers of Movies in 2024. Plus: Superman Is Here.,ok,NA
the-top-10-underseen-movies-of-2024-plus-james-cameron-and-gale-anne-hurd-on-the-terminator-at-40,The Top 10 Underseen Movies of 2024. Plus: James Cameron and Gale Anne Hurd on The Terminator at 40!,2024-12-18,NA,https://podscripts.co/podcasts/the-big-picture/the-top-10-underseen-movies-of-2024-plus-james-cameron-and-gale-anne-hurd-on-the-terminator-at-40,TRUE,413,412,The Big Picture - The Top 10 Underseen Movies of 2024. Plus: James Cameron and Gale Anne Hurd on The Terminator at 40!,ok,NA
the-top-five-performances-of-2024-plus-the-amy-adams-hall-of-fame-and-nightbitch,The Top Five Performances of 2024. Plus: The Amy Adams Hall of Fame and Nightbitch.,2024-12-16,NA,https://podscripts.co/podcasts/the-big-picture/the-top-five-performances-of-2024-plus-the-amy-adams-hall-of-fame-and-nightbitch,TRUE,526,525,The Big Picture - The Top Five Performances of 2024. Plus: The Amy Adams Hall of Fame and Nightbitch.,ok,NA
the-2021-movie-draft,The 2021 Movie Draft,2024-12-13,NA,https://podscripts.co/podcasts/the-big-picture/the-2021-movie-draft,TRUE,412,411,The Big Picture - The 2021 Movie Draft,ok,NA
the-king-of-physical-media-plus-the-10-best-blu-rays-of-2024,The King of Physical Media. Plus: The 10 Best Blu-rays of 2024.,2024-12-11,NA,https://podscripts.co/podcasts/the-big-picture/the-king-of-physical-media-plus-the-10-best-blu-rays-of-2024,TRUE,282,281,The Big Picture - The King of Physical Media. Plus: The 10 Best Blu-rays of 2024.,ok,NA
the-snubs-surprises-and-wtfs-of-the-2025-golden-globe-nominations-plus-richard-gere,"The Snubs, Surprises, and WTFs of the 2025 Golden Globe Nominations. Plus: Richard Gere!",2024-12-09,NA,https://podscripts.co/podcasts/the-big-picture/the-snubs-surprises-and-wtfs-of-the-2025-golden-globe-nominations-plus-richard-gere,TRUE,238,237,"The Big Picture - The Snubs, Surprises, and WTFs of the 2025 Golden Globe Nominations. Plus: Richard Gere!",ok,NA
the-top-five-movies-of-2024,The Top Five Movies of 2024,2024-12-06,NA,https://podscripts.co/podcasts/the-big-picture/the-top-five-movies-of-2024,TRUE,272,271,The Big Picture - The Top Five Movies of 2024,ok,NA
