page,row_on_page,title,episode_date,summary,transcript_url,slug,episode_type,year
10,17,The 2024 Movie Auction: Chapter Two,2024-07-01,Sean and Amanda are joined by Chris Ryan for part two of the 2024 movie auction. They nominate 15 films theyre excited forincluding some important m...,https://podscripts.co/podcasts/the-big-picture/the-2024-movie-auction-chapter-two,the-2024-movie-auction-chapter-two,standard,2024
10,18,The Surprising A Quiet Place: Day One and Kevin Costners Big Bet on Horizon: An American Saga Chapter 1,2024-06-28,Sean and Amanda recap the third installment of the Quiet Place franchisethe Lupita Nyongostarring A Quiet Place: Day Onewhich surprised both o...,https://podscripts.co/podcasts/the-big-picture/the-surprising-a-quiet-place-day-one-and-kevin-costners-big-bet-on-horizon-an-american-saga-chapter-1,the-surprising-a-quiet-place-day-one-and-kevin-costners-big-bet-on-horizon-an-american-saga-chapter-1,standard,2024
10,19,The Kevin Costner Hall of Fame,2024-06-25,With Horizon: An American Saga on the horizon Sean and Amanda build the Kevin Costner Hall of Fame by running through Costners entire filmograp...,https://podscripts.co/podcasts/the-big-picture/the-kevin-costner-hall-of-fame,the-kevin-costner-hall-of-fame,ranking,2024
10,20,"The Bikeriders and the Dudes Rock Movie Canon, Plus Kinds of Kindness",2024-06-21,"Sean and Amanda are joined by Chris Ryan to discuss The Bikeriders, a new Jeff Nichols movie starring Austin Butler, Tom Hardy, and Jodie Comer (1:0...",https://podscripts.co/podcasts/the-big-picture/the-bikeriders-and-the-dudes-rock-movie-canon-plus-kinds-of-kindness,the-bikeriders-and-the-dudes-rock-movie-canon-plus-kinds-of-kindness,standard,2024
11,1,The 2002 Movie Draft,2024-06-18,"We are drafting again! Sean, Amanda, and Chris Ryan reunite for a draft of the best movies of 2002. To watch episodes of The Big Picture, head to h...",https://podscripts.co/podcasts/the-big-picture/the-2002-movie-draft,the-2002-movie-draft,draft,2024
11,2,Inside Out 2 and Pixars Mount Rushmore Movies,2024-06-14,Sean and Amanda are joined by Midnight Boy Charles Holmes to react to the movie business news that Skydance is no longer looking to acquire Paramoun...,https://podscripts.co/podcasts/the-big-picture/inside-out-2-and-pixars-mount-rushmore-movies,inside-out-2-and-pixars-mount-rushmore-movies,standard,2024
11,3,"Bad Boys: Ride or Die and the Will Smith Resurgence. Plus, Viggo Mortensen!",2024-06-11,Sean and Amanda talk about the successes and shortcomings of the two biggest movies at this weeks box office: Will Smiths return to franchise moviem...,https://podscripts.co/podcasts/the-big-picture/bad-boys-ride-or-die-and-the-will-smith-resurgence-plus-viggo-mortensen,bad-boys-ride-or-die-and-the-will-smith-resurgence-plus-viggo-mortensen,standard,2024
11,4,Hit Man With Glen Powell and Richard Linklater!,2024-06-07,"Sean and Amanda discuss the unconfirmed casting news that Paul Mescal, Barry Keoghan, Harris Dickinson, and Charlie Rowe will be the leads of Sam Mend...",https://podscripts.co/podcasts/the-big-picture/hit-man-with-glen-powell-and-richard-linklater,hit-man-with-glen-powell-and-richard-linklater,interview,2024
11,5,Hollywood Is Broken. Lets Start a Movie Studio.,2024-06-04,"With no new movies hitting the box office this weekend, Sean and Amanda are instead building their own fantasy movie studio from scratchdirectors, st...",https://podscripts.co/podcasts/the-big-picture/hollywood-is-broken-lets-start-a-movie-studio,hollywood-is-broken-lets-start-a-movie-studio,interview,2024
11,6,The Richard Linklater Hall of Fame,2024-05-31,"Sean and Amanda are joined by Chris Ryan to discuss the unique filmmaking prowess of Texas legend Richard Linklater. On the eve of his newest film, H...",https://podscripts.co/podcasts/the-big-picture/the-richard-linklater-hall-of-fame,the-richard-linklater-hall-of-fame,ranking,2024
11,7,"The Box Office Crisis, a Furiosa Deep Dive, and the 'Mad Max' Movie Rankings",2024-05-28,"Sean opens the podcast by sharing some extended thoughts about the state of the box office as it relates to George Millers Furiosa (1:00). Then, Ch...",https://podscripts.co/podcasts/the-big-picture/the-box-office-crisis-a-furiosa-deep-dive-and-the-mad-max-movie-rankings,the-box-office-crisis-a-furiosa-deep-dive-and-the-mad-max-movie-rankings,ranking,2024
11,8,Furiosa Is Here! Witness It!,2024-05-24,Sean and Amanda dig into a spoiler-filled conversation about George Millers newest installment in his Mad Max canonthe Anya Taylor-Joy and Chris...,https://podscripts.co/podcasts/the-big-picture/furiosa-is-here-witness-it,furiosa-is-here-witness-it,interview,2024
11,9,"May Movie Massacre: IF,Back to Black, and Unfrosted",2024-05-21,Sean and Amanda are joined by Midnight Boy and resident hater Charles Holmes to discuss a trio of less-than-ideal movies out right now: John Krasinski...,https://podscripts.co/podcasts/the-big-picture/may-movie-massacre-if-back-to-black-and-unfrosted,may-movie-massacre-if-back-to-black-and-unfrosted,standard,2024
11,10,The Action Movie Scene Draft,2024-05-17,"We are drafting again! Sean, Amanda, and Chris Ryan reunite for a draft of the coolest scenes in action movie history. Hosts: Sean Fennessey and Aman...",https://podscripts.co/podcasts/the-big-picture/the-action-movie-scene-draft,the-action-movie-scene-draft,draft,2024
11,11,Kingdom of the Planet of the Apes and the 'Apes' Movie Rankings,2024-05-14,"Sean and Amanda are joined by Van Lathan to discuss the new installment in the Planet of the Apes franchise, the enduring power of the Apes IP, an...",https://podscripts.co/podcasts/the-big-picture/kingdom-of-the-planet-of-the-apes-and-the-apes-movie-rankings,kingdom-of-the-planet-of-the-apes-and-the-apes-movie-rankings,ranking,2024
11,12,"An Ask-Us-Anything Mailbag, and I Saw the TV Glow, with Jane Schoenbrun",2024-05-10,"Sean and Amanda answer your questions about the 2024 box office, roasts, YouTube movie clips, repertory theaters, and more (1:00). Then, Sean is joine...",https://podscripts.co/podcasts/the-big-picture/an-ask-us-anything-mailbag-and-i-saw-the-tv-glow-with-jane-schoenbrun,an-ask-us-anything-mailbag-and-i-saw-the-tv-glow-with-jane-schoenbrun,mailbag,2024
11,13,Five Ways Well Watch Movies in the Future and The Idea of You,2024-05-07,"Sean and Amanda share some exciting announcements about the show (1:00), then dig into their experience at four different premium large-format movie t...",https://podscripts.co/podcasts/the-big-picture/five-ways-well-watch-movies-in-the-future-and-the-idea-of-you,five-ways-well-watch-movies-in-the-future-and-the-idea-of-you,standard,2024
11,14,The Fall Guy and Top Five Ryan Gosling Movies,2024-05-03,"Sean and Amanda reflect on the reaction to the 35 Under 35 movie stars list they put together on Tuesdays episode (1:00), before discussing the new R...",https://podscripts.co/podcasts/the-big-picture/the-fall-guy-and-top-five-ryan-gosling-movies,the-fall-guy-and-top-five-ryan-gosling-movies,ranking,2024
11,15,The 2024 Movie Star Ranking: 35 Under 35,2024-04-30,"Sean and Amanda reconvene the movie star committee to rank the 35 most important movie stars under the age of 35, using their proprietary blend of wha...",https://podscripts.co/podcasts/the-big-picture/the-2024-movie-star-ranking-35-under-35,the-2024-movie-star-ranking-35-under-35,ranking,2024
11,16,"Challengers Is Sexy, Sweaty, and Undeniable",2024-04-26,Sean and Amanda gather to discuss the 2024 film perfectly situated at the center of their respective tastes: Challengers. They discuss the thrilling...,https://podscripts.co/podcasts/the-big-picture/challengers-is-sexy-sweaty-and-undeniable,challengers-is-sexy-sweaty-and-undeniable,standard,2024
11,17,"Abigail,Late Night With the Devil, and the 10 Best Horror Movies of 2024 So Far",2024-04-23,"Sean is joined by Chris Ryan to discuss the current state of horrorin theaters(1:00). They run through a list of movies that are out right now, then...",https://podscripts.co/podcasts/the-big-picture/abigail-late-night-with-the-devil-and-the-10-best-horror-movies-of-2024-so-far,abigail-late-night-with-the-devil-and-the-10-best-horror-movies-of-2024-so-far,interview,2024
11,18,"The 10 Most Anticipated Movies of Summer 2024. Plus: Tarantinos Pivot, Scorseses Sinatra, and Spielbergs UFOs.",2024-04-19,"Sean and Amanda discuss the news that Quentin Tarantino has shelved what was previously reported as his 10th and final film, The Movie Critic (1:00)...",https://podscripts.co/podcasts/the-big-picture/the-10-most-anticipated-movies-of-summer-2024-plus-tarantinos-pivot-scorseses-sinatra-and-spielbergs-ufos,the-10-most-anticipated-movies-of-summer-2024-plus-tarantinos-pivot-scorseses-sinatra-and-spielbergs-ufos,standard,2024
11,19,The 1999 Movie Draft,2024-04-16,"We are drafting again! Sean, Amanda, and Chris Ryan reunite and are joined by several special guests for a mega-draft of the best movies of 1999. Hos...",https://podscripts.co/podcasts/the-big-picture/the-1999-movie-draft,the-1999-movie-draft,draft,2024
11,20,Civil War With Alex Garland! Plus: The 10 Most Anticipated Movies Out of CinemaCon.,2024-04-12,"Sean and Amanda are joined by Chris Ryan to run through the 10 most anticipated movies from this weeks CinemaCon, which Sean attended (1:00). Then, t...",https://podscripts.co/podcasts/the-big-picture/civil-war-with-alex-garland-plus-the-10-most-anticipated-movies-out-of-cinemacon,civil-war-with-alex-garland-plus-the-10-most-anticipated-movies-out-of-cinemacon,standard,2024
12,1,Dune: Part Two and the 10 Best Movies of the Year So Far,2024-04-09,"Sean and Amanda revisit Denis Villeneuves Dune: Part Two and assess whether the fervor for it holds up (1:00). Then, they share their 10 favorite m...",https://podscripts.co/podcasts/the-big-picture/dune-part-two-and-the-10-best-movies-of-the-year-so-far,dune-part-two-and-the-10-best-movies-of-the-year-so-far,ranking,2024
12,2,"Monkey Man Is Here! Plus, the Top Five 21st Century Directorial Debuts.",2024-04-05,"Sean and Amanda dig into the successes and shortcomings of this weeks biggest release at the box office: Dev Patels directorial debut, Monkey Man...",https://podscripts.co/podcasts/the-big-picture/monkey-man-is-here-plus-the-top-five-21st-century-directorial-debuts,monkey-man-is-here-plus-the-top-five-21st-century-directorial-debuts,ranking,2024
12,3,Godzilla x Kong: The New Empire and the Steve Martin Hall of Fame,2024-04-02,Sean and Amanda break down a pair of big franchise releasesGodzilla x Kong: The New Empire and Ghostbusters: Frozen Empire (1:00). They then shar...,https://podscripts.co/podcasts/the-big-picture/godzilla-x-kong-the-new-empire-and-the-steve-martin-hall-of-fame,godzilla-x-kong-the-new-empire-and-the-steve-martin-hall-of-fame,ranking,2024
12,4,The Babylon Watch-Along,2024-03-26,"In a hundred years, when you and I are both long gone, anytime someone listens to this podcast, you will be alive again. Chris Ryan joins Sean and Am...",https://podscripts.co/podcasts/the-big-picture/the-babylon-watch-along,the-babylon-watch-along,standard,2024
12,5,Road House and the Top 10 Junk Fight Movies. Plus: Sydney Sweeneys Immaculate!,2024-03-22,"Sean is joined by Chris Ryan to briefly discuss Immaculate, the new Sydney Sweeney nun horror movie, before digging into Jake Gyllenhaals Road Hou...",https://podscripts.co/podcasts/the-big-picture/road-house-and-the-top-10-junk-fight-movies-plus-sydney-sweeneys-immaculate,road-house-and-the-top-10-junk-fight-movies-plus-sydney-sweeneys-immaculate,ranking,2024
12,6,The 1977 Movie Draft,2024-03-19,"We are drafting again! Sean, Amanda, and Chris Ryan reunite for a draft of the best movies of 1977the year of Chriss birth and a compelling year for...",https://podscripts.co/podcasts/the-big-picture/the-1977-movie-draft,the-1977-movie-draft,draft,2024
12,7,Love Lies Bleeding and the 21st Century Noir Movie Canon,2024-03-15,"Sean and Amanda discuss a recent run of positive 2025 movie news (1:00) before digging into Rose Glasss second feature, Love Lies Bleeding (20:00)....",https://podscripts.co/podcasts/the-big-picture/love-lies-bleeding-and-the-21st-century-noir-movie-canon,love-lies-bleeding-and-the-21st-century-noir-movie-canon,standard,2024
12,8,The 2024 Oscars Mailbag and a Way-Too-Early Look at 2025 Best Picture,2024-03-12,"Sean and Amanda are joined by Joanna Robinson to briefly discuss Dune: Part Two and other way-too-early contenders for the 2025 Oscars (1:00). Then,...",https://podscripts.co/podcasts/the-big-picture/the-2024-oscars-mailbag-and-a-way-too-early-look-at-2025-best-picture,the-2024-oscars-mailbag-and-a-way-too-early-look-at-2025-best-picture,oscar,2024
12,9,The 2024 Oscars: The Year of Oppenheimer and Christopher Nolan,2024-03-11,"Sean and Amanda give their immediate reactions to the 96th Academy Awards, which were largely dominated by Christopher Nolan and Oppenheimer. They a...",https://podscripts.co/podcasts/the-big-picture/the-2024-oscars-the-year-of-oppenheimer-and-christopher-nolan,the-2024-oscars-the-year-of-oppenheimer-and-christopher-nolan,oscar,2024
12,10,Oscar Predictions: Who Will Win and Should Win at the 2024 Academy Awards,2024-03-07,Sean and Amanda make their final predictions for who will (and who should) win in every category at the 2024 Academy Awards. They discuss whether or n...,https://podscripts.co/podcasts/the-big-picture/oscar-predictions-who-will-win-and-should-win-at-the-2024-academy-awards,oscar-predictions-who-will-win-and-should-win-at-the-2024-academy-awards,oscar,2024
12,11,"The 2024 Alternative Oscars, a.k.a. the Big Picks!",2024-03-06,Sean and Amanda are joined by New York Times film critic Wesley Morris to hand out The Big Pictures very own Alternative Oscars (32:00). They've incl...,https://podscripts.co/podcasts/the-big-picture/the-2024-alternative-oscars-aka-the-big-picks,the-2024-alternative-oscars-aka-the-big-picks,oscar,2024
12,12,Dune: Part Two Is Here and Its Spectacular,2024-03-01,"Sean and Amanda are joined by Chris Ryan to discuss the massively anticipated Denis Villeneuve epic, Dune: Part Two. The trio discuss the scope of t...",https://podscripts.co/podcasts/the-big-picture/dune-part-two-is-here-and-its-spectacular,dune-part-two-is-here-and-its-spectacular,standard,2024
12,13,Final Best Picture Power Rankings and How Oscar Voting Really Works,2024-02-26,"Sean and Amanda open the show by discussing the SAG Awards and highlight the Netflix streaming experience, Lily Gladstones win for Best Actress, and...",https://podscripts.co/podcasts/the-big-picture/final-best-picture-power-rankings-and-how-oscar-voting-really-works,final-best-picture-power-rankings-and-how-oscar-voting-really-works,oscar,2024
12,14,"Drive-Away Dolls and Book Club No. 1Francis Ford Coppola, Apocalypse Now, and The Path to Paradise",2024-02-23,"Sean and Amanda are joined by Ringer contributor and beloved Mean Pod Guy Adam Nayman to discuss Drive-Away Dolls, the latest solo Coen moviethis...",https://podscripts.co/podcasts/the-big-picture/drive-away-dolls-and-book-club-no-1-francis-ford-coppola-apocalypse-now-and-the-path-to-paradise,drive-away-dolls-and-book-club-no-1-francis-ford-coppola-apocalypse-now-and-the-path-to-paradise,standard,2024
12,15,"The Beekeeper,Madame Web, and a Dumpuary Extravaganza",2024-02-16,"Its the most wonderful time of the year: Dumpuary! Sean and Amanda are joined by Chris Ryan to discuss the box office sensation of the year thus far,...",https://podscripts.co/podcasts/the-big-picture/the-beekeeper-madame-web-and-a-dumpuary-extravaganza,the-beekeeper-madame-web-and-a-dumpuary-extravaganza,standard,2024
12,16,The 1991 Movie Draft. Plus: Wim Wenders!,2024-02-09,"We are drafting again! Sean, Amanda, and Chris Ryan reunite for a draft of the best movies of 1991 (1:00). Then, Sean is joined by master filmmaker Wi...",https://podscripts.co/podcasts/the-big-picture/the-1991-movie-draft-plus-wim-wenders,the-1991-movie-draft-plus-wim-wenders,draft,2024
12,17,Argylle and the Death of the Winking Action Movie,2024-02-07,"Sean and Amanda discuss the wildly unsuccessful elements of Argylle, Matthew Vaughns meta spy thriller starring Bryce Dallas Howard and Sam Rockwel...",https://podscripts.co/podcasts/the-big-picture/argylle-and-the-death-of-the-winking-action-movie,argylle-and-the-death-of-the-winking-action-movie,standard,2024
12,18,Physical Media Strikes Back With Tim Simons,2024-02-02,Sean is joined by actor and physical media enthusiast Tim Simons to refresh their conversation on the state of Blu-rays and physical media in the worl...,https://podscripts.co/podcasts/the-big-picture/physical-media-strikes-back-with-tim-simons,physical-media-strikes-back-with-tim-simons,interview,2024
12,19,The Philip Seymour Hoffman Hall of Fame,2024-01-30,"As the 10-year anniversary of Philip Seymour Hoffmans death approaches, Sean pays tribute to his favorite actor with an audio essay highlighting the...",https://podscripts.co/podcasts/the-big-picture/the-philip-seymour-hoffman-hall-of-fame,the-philip-seymour-hoffman-hall-of-fame,ranking,2024
12,20,"The Barbie Freak-Out, Oscar Nominations Mailbag, and The Zone of Interest",2024-01-26,"Sean and Amanda open the mailbag to answer lingering questions about the Oscar nominations, including the growing fervor around Margot Robbie and Gret...",https://podscripts.co/podcasts/the-big-picture/the-barbie-freak-out-oscar-nominations-mailbag-and-the-zone-of-interest,the-barbie-freak-out-oscar-nominations-mailbag-and-the-zone-of-interest,oscar,2024
13,1,"2024 Oscar Nominations: Snubs, Surprises, and WTFs",2024-01-23,"Sean and Amanda gather after the announcement of the 2024 Oscar nominations to discuss an Oppenheimer runaway train, some disappointing and somewhat...",https://podscripts.co/podcasts/the-big-picture/2024-oscar-nominations-snubs-surprises-and-wtfs,2024-oscar-nominations-snubs-surprises-and-wtfs,oscar,2024
13,2,"Oscar Nomination Predictions, Mean Girls, and All of Us Strangers With Andrew Scott",2024-01-19,"Sean and Amanda predict the upcoming announcement of the Oscar nominations (1:00), before reviewing Mean Girls (49:00)a musical remake of the 2004...",https://podscripts.co/podcasts/the-big-picture/oscar-nomination-predictions-mean-girls-and-all-of-us-strangers-with-andrew-scott,oscar-nomination-predictions-mean-girls-and-all-of-us-strangers-with-andrew-scott,oscar,2024
13,3,The 2024 Movie Auction. Plus: Jake Johnson!,2024-01-16,"Sean, Amanda, and Chris gather to auction draft the movies theyre most excited for in 2024, including both Zendaya vehicles Dune Part 2 and Challe...",https://podscripts.co/podcasts/the-big-picture/the-2024-movie-auction-plus-jake-johnson,the-2024-movie-auction-plus-jake-johnson,draft,2024
13,4,"The Making of Oppenheimer with Hoyte Van Hoytema, Jennifer Lame, and Ludwig Gransson",2024-01-14,"In this special episode audio from our live screening of Oppenheimer at IMAX in Los Angeles, Sean is joined by cinematographer Hoyte Van Hoytema, ed...",https://podscripts.co/podcasts/the-big-picture/the-making-of-oppenheimer-with-hoyte-van-hoytema-jennifer-lame-and-ludwig-goransson,the-making-of-oppenheimer-with-hoyte-van-hoytema-jennifer-lame-and-ludwig-goransson,interview,2024
13,5,Best Picture Power Rankings and a Poor Things Deep Dive. Plus: Julianne Moore and Todd Haynes!,2024-01-11,"Sean and Amanda react to a mixed bag of movie and awards nominations news (1:00), before digging into one of the years biggest movies not yet discuss...",https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-and-a-poor-things-deep-dive-plus-julianne-moore-and-todd-haynes,best-picture-power-rankings-and-a-poor-things-deep-dive-plus-julianne-moore-and-todd-haynes,oscar,2024
13,6,The 2024 Golden Globes: The Oppenheimer Behemoth,2024-01-08,"Sean and Amanda give their immediate reactions to the 2024 Golden Globe Awards ceremony, which turned out to be a massive success for Christopher Nola...",https://podscripts.co/podcasts/the-big-picture/the-2024-golden-globes-the-oppenheimer-behemoth,the-2024-golden-globes-the-oppenheimer-behemoth,standard,2024
13,7,The 24 Most Anticipated Movies of 2024,2024-01-04,"Sean and Amanda discuss the new release Society of the Snow (1:00) before sharing their 24 most anticipated movies of 2024, including blockbuster re...",https://podscripts.co/podcasts/the-big-picture/the-24-most-anticipated-movies-of-2024,the-24-most-anticipated-movies-of-2024,standard,2024
13,8,"Our 2024 Movie Resolutions, Anyone but You, and The Color Purple",2024-01-02,"Sean and Amanda give some box office thoughts from the last couple weeks, before honing in on two films in theaters right now: Sydney Sweeney and Glen...",https://podscripts.co/podcasts/the-big-picture/our-2024-movie-resolutions-anyone-but-you-and-the-color-purple,our-2024-movie-resolutions-anyone-but-you-and-the-color-purple,standard,2024
13,9,The Iron Claw and the 10 Most Underrated Movies of 2023,2023-12-29,"Sean and Amanda each share five movies from the year that they feel were either under-discussed or underrated (1:00), before inviting The Ringers Dav...",https://podscripts.co/podcasts/the-big-picture/the-iron-claw-and-the-10-most-underrated-movies-of-2023,the-iron-claw-and-the-10-most-underrated-movies-of-2023,standard,2023
13,10,Ferrari and Top Five Michael Mann Movies,2023-12-26,Sean and Amanda are joined by The Ringers Michael Mann aficionado Chris Ryan to discuss one of the years best and most anticipated movies: Ferrari...,https://podscripts.co/podcasts/the-big-picture/ferrari-and-top-five-michael-mann-movies,ferrari-and-top-five-michael-mann-movies,ranking,2023
13,11,The Top 10 Movies Scenes of 2023 and American Fiction With Cord Jefferson,2023-12-22,"Sean and Amanda open the show by talking about their five favorite scenes of the 2023 movie year (1:00), before digging into one of the most exciting...",https://podscripts.co/podcasts/the-big-picture/the-top-10-movies-scenes-of-2023-and-american-fiction-with-cord-jefferson,the-top-10-movies-scenes-of-2023-and-american-fiction-with-cord-jefferson,ranking,2023
13,12,"Maestro: Holy Sh*t. Plus, the Top 10 Performances of 2023.",2023-12-20,"Sean and Amanda share their top 10 performances of the movie year, focusing on films that did not get as much attention in our top-five lists (1:00)....",https://podscripts.co/podcasts/the-big-picture/maestro-holy-sht-plus-the-top-10-performances-of-2023,maestro-holy-sht-plus-the-top-10-performances-of-2023,ranking,2023
13,13,The 2020 Movie Draft,2023-12-18,"We are drafting again! Sean, Amanda, and Chris Ryan reunite for a draft of the best movies of 2020. Hosts: Sean Fennessey and Amanda Dobbins Guest: C...",https://podscripts.co/podcasts/the-big-picture/the-2020-movie-draft,the-2020-movie-draft,draft,2023
13,14,Wonka and the Timothee Chalamet Movie Star Playbook. Plus: Jonathan Glazer on The Zone of Interest.,2023-12-15,"Sean and Amanda are joined by Joanna Robinson to react to Wonkawhat works, what doesnt work, musicals in the 2020s, and whether a movie can subver...",https://podscripts.co/podcasts/the-big-picture/wonka-and-the-timothee-chalamet-movie-star-playbook-plus-jonathan-glazer-on-the-zone-of-interest,wonka-and-the-timothee-chalamet-movie-star-playbook-plus-jonathan-glazer-on-the-zone-of-interest,standard,2023
13,15,The Boy and the Heron and Top Five Miyazaki Movies. Plus: An Anatomy of a Fall Deep Dive.,2023-12-13,"Sean is joined by Andy Greenwald and Charles Holmes to revel in the top film at the box office, Hayao Miyazakis final film, The Boy and the Heron (...",https://podscripts.co/podcasts/the-big-picture/the-boy-and-the-heron-and-top-five-miyazaki-movies-plus-an-anatomy-of-a-fall-deep-dive,the-boy-and-the-heron-and-top-five-miyazaki-movies-plus-an-anatomy-of-a-fall-deep-dive,ranking,2023
13,16,"Julia Roberts (!) and Sam Esmail on Leave the World Behind. Plus: Golden Globes Snubs, Surprises, and WTFs.",2023-12-11,"Sean and Amanda instantly react to the Golden Globes nominations and what it portends for the Oscars (1:00). Then, they are (somehow) joined by Julia...",https://podscripts.co/podcasts/the-big-picture/julia-roberts-and-sam-esmail-on-leave-the-world-behind-plus-golden-globes-snubs-surprises-and-wtfs,julia-roberts-and-sam-esmail-on-leave-the-world-behind-plus-golden-globes-snubs-surprises-and-wtfs,oscar,2023
13,17,The Power of Godzilla Minus One and an Awards Season Mega-Mailbag,2023-12-08,"Sean and Amanda react to the surprise box office hit of the weekend, Godzilla Minus One (1:00); share preliminary thoughts about Poor Things and w...",https://podscripts.co/podcasts/the-big-picture/the-power-of-godzilla-minus-one-and-an-awards-season-mega-mailbag,the-power-of-godzilla-minus-one-and-an-awards-season-mega-mailbag,oscar,2023
13,18,The Top Five Movies of 2023,2023-12-05,"Sean and Amanda are joined by Chris Ryan and Adam Nayman to share their respective lists of the five best movies released in 2023, including titanic w...",https://podscripts.co/podcasts/the-big-picture/the-top-five-movies-of-2023,the-top-five-movies-of-2023,ranking,2023
13,19,The Aggressive Majesty of May December and Beyoncs Renaissance,2023-12-01,Sean and Amanda are joined by Wesley Morris to unpack their feelings about Todd Haynes's May December. They discuss the complicated nature of the pe...,https://podscripts.co/podcasts/the-big-picture/the-aggressive-majesty-of-may-december-and-beyonces-renaissance,the-aggressive-majesty-of-may-december-and-beyonces-renaissance,standard,2023
13,20,Saltburn: Iconic or Disastrous? Plus: Alexander Payne!,2023-11-27,"Sean and Amanda briefly share thoughts on Disneys Wish (1:00), before digging deep into Emerald Fennells Saltburn, including its cast, its spott...",https://podscripts.co/podcasts/the-big-picture/saltburn-iconic-or-disastrous-plus-alexander-payne,saltburn-iconic-or-disastrous-plus-alexander-payne,standard,2023
14,1,"Napoleon and the Top Five ""Great Men"" Movies",2023-11-22,"Sean, Amanda, and Chris explore the high highs of Ridley Scotts Napoleonin particular the battle sceneswhile trying to sort through their feeling...",https://podscripts.co/podcasts/the-big-picture/napoleon-and-the-top-five-great-men-movies,napoleon-and-the-top-five-great-men-movies,ranking,2023
14,2,The Holdovers and The Hunger Games. Plus: Eli Roth!,2023-11-20,"Sean and Amanda review two divergent releases from this past weekenda continuation of the Hunger Games intellectual property, The Hunger Games: The...",https://podscripts.co/podcasts/the-big-picture/the-holdovers-and-the-hunger-games-plus-eli-roth,the-holdovers-and-the-hunger-games-plus-eli-roth,standard,2023
14,3,The Ridley Scott Hall of Fame. Plus: Errol Morris!,2023-11-17,"With Ridley Scotts Napoleon hitting theaters, Sean and Amanda are joined by Chris Ryan to build the Ridley Hall of Fame, selecting his 10 films mos...",https://podscripts.co/podcasts/the-big-picture/the-ridley-scott-hall-of-fame-plus-errol-morris,the-ridley-scott-hall-of-fame-plus-errol-morris,ranking,2023
14,4,The Marvels Is Here. Is It Too Late for the MCU?,2023-11-14,Sean and Amanda are joined by The Ringers Joanna Robinson to discuss the successes and failures of The Marvels and what it portends for Marvels ho...,https://podscripts.co/podcasts/the-big-picture/the-marvels-is-here-is-it-too-late-for-the-mcu,the-marvels-is-here-is-it-too-late-for-the-mcu,standard,2023
14,5,The Killer Is Cold-Blooded Genius. And Something More,2023-11-10,"Sean and Amanda are joined by Chris Ryan to discuss the trios collective favorite movie of 2023, David Finchers The Killer (1:00). Then, Adam Naym...",https://podscripts.co/podcasts/the-big-picture/the-killer-is-cold-blooded-genius-and-something-more,the-killer-is-cold-blooded-genius-and-something-more,standard,2023
14,6,Best Picture Power Rankings and Priscilla With Sofia Coppola!,2023-11-07,"Sean and Amanda review Sofia Coppolas Priscilla (1:00), including the performances of its leads, Jacob Elordi and Cailee Spaeny, its set and costum...",https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-and-priscilla-with-sofia-coppola,best-picture-power-rankings-and-priscilla-with-sofia-coppola,oscar,2023
14,7,The David Fincher Movie Draft,2023-11-03,"We are drafting again! Sean, Amanda, and Chris Ryan reunite for a draft of the work of acclaimed director David Fincher. Hosts: Sean Fennessey and Am...",https://podscripts.co/podcasts/the-big-picture/the-david-fincher-movie-draft,the-david-fincher-movie-draft,draft,2023
14,8,Did Five Nights at Freddys Just Save Movies? Plus: The Emily Blunt Movie Star Playbook.,2023-10-31,"Sean and Amanda discuss the somewhat surprising dominant movie at the box office, Five Nights at Freddys, a horror adaptation of a popular video ga...",https://podscripts.co/podcasts/the-big-picture/did-five-nights-at-freddys-just-save-movies-plus-the-emily-blunt-movie-star-playbook,did-five-nights-at-freddys-just-save-movies-plus-the-emily-blunt-movie-star-playbook,standard,2023
14,9,"Introducing the Big Oscar Bet. Plus, A Halloween Mega-Mailbag.",2023-10-27,"Sean and Amanda debut a predictions-based game surrounding this years Oscars ceremony (1:00). Then, Sean is joined by frequent guest Alex Ross Perry...",https://podscripts.co/podcasts/the-big-picture/introducing-the-big-oscar-bet-plus-a-halloween-mega-mailbag,introducing-the-big-oscar-bet-plus-a-halloween-mega-mailbag,oscar,2023
14,10,The Lawyer Movie Draft With Griffin Newman and David Sims of 'Blank Check,2023-10-24,"Sean, Amanda, and Chris are joined by David Sims and Griffin Newman of Blank Check to draft their favorite lawyer moviesa broadening of the courtro...",https://podscripts.co/podcasts/the-big-picture/the-lawyer-movie-draft-with-griffin-newman-and-david-sims-of-blank-check,the-lawyer-movie-draft-with-griffin-newman-and-david-sims-of-blank-check,draft,2023
14,11,Killers of the Flower Moon Is Astounding,2023-10-20,Sean and Amanda discuss Martin Scorseses three-and-a-half hour epic Killers of the Flower Moon and everything that it entails. They explore the ada...,https://podscripts.co/podcasts/the-big-picture/killers-of-the-flower-moon-is-astounding,killers-of-the-flower-moon-is-astounding,standard,2023
14,12,Taylor Swift: The Eras Tour Is Here. Is It Worthy of the Hype?,2023-10-17,"Sean and Amanda discuss the surprise box office smash hit of the year, Taylor Swift: The Eras Tourwhat it means for the movie industry, whether any...",https://podscripts.co/podcasts/the-big-picture/taylor-swift-the-eras-tour-is-here-is-it-worthy-of-the-hype,taylor-swift-the-eras-tour-is-here-is-it-worthy-of-the-hype,standard,2023
