page,row_on_page,title,episode_date,summary,transcript_url,slug,episode_type,year
35,9,'The Irishman' Is NOT Too Long. Plus: Predicting the Golden Globe Nominations. | The Oscars Show,2019-12-03,We're less than a week away from the official start of awards season: Golden Globe nominations. Amanda and Sean share their best guesses in the major...,https://podscripts.co/podcasts/the-big-picture/the-irishman-is-not-too-long-plus-predicting-the-golden-globe-nominations-the-oscars-show,the-irishman-is-not-too-long-plus-predicting-the-golden-globe-nominations-the-oscars-show,oscar,2019
35,10,The Top 10 Movies of the Decade | The Big Picture,2019-11-26,"Sean and Amanda are joined by Chris Ryan to discuss, debate, and ultimately crown the 10 best films of the decade as they see them. Hosts: Sean Fennes...",https://podscripts.co/podcasts/the-big-picture/the-top-10-movies-of-the-decade-the-big-picture,the-top-10-movies-of-the-decade-the-big-picture,ranking,2019
35,11,Top Five Murder Mysteries. Plus: Rian Johnson on Knives Out | The Big Picture,2019-11-25,We convene to share our top five murder mystery films and judge the category with ranging specificity (1:15). Then writer-director Rian Johnson joins...,https://podscripts.co/podcasts/the-big-picture/top-five-murder-mysteries-plus-rian-johnson-on-knives-out-the-big-picture,top-five-murder-mysteries-plus-rian-johnson-on-knives-out-the-big-picture,ranking,2019
35,12,The Tom Hanks Hall of Fame. Plus: The Snubs and Surprises of the Independent Spirit Award Nominations. | The Big Picture,2019-11-22,"The Spirit Awards typically act as Oscars counterprogramming, rewarding outliers and underseen indies in the race. Sean and Amanda break down the 2020...",https://podscripts.co/podcasts/the-big-picture/the-tom-hanks-hall-of-fame-plus-the-snubs-and-surprises-of-the-independent-spirit-award-nominations-the-big-picture,the-tom-hanks-hall-of-fame-plus-the-snubs-and-surprises-of-the-independent-spirit-award-nominations-the-big-picture,oscar,2019
35,13,"The Seven ""on the Bubble"" Oscar Contenders. Plus: #ReleaseTheSnyderCut ... or Something | The Oscars Show",2019-11-19,"The Oscars are closer than you thinkjust 82 more days!so Sean and Amanda take a closer look at the chances of 'Ford v. Ferrari,' 'Waves,' and five m...",https://podscripts.co/podcasts/the-big-picture/the-seven-on-the-bubble-oscar-contenders-plus-releasethesnydercut-or-something-the-oscars-show,the-seven-on-the-bubble-oscar-contenders-plus-releasethesnydercut-or-something-the-oscars-show,oscar,2019
35,14,Top Five Matt Damon Movies and James Mangold on Ford v Ferrari | The Big Picture,2019-11-15,"With the release of the Christian BaleMatt Damon racing two-hander, we look back on Damons best performances, including the iconic Good Will Huntin...",https://podscripts.co/podcasts/the-big-picture/top-five-matt-damon-movies-and-james-mangold-on-ford-v-ferrari-the-big-picture,top-five-matt-damon-movies-and-james-mangold-on-ford-v-ferrari-the-big-picture,ranking,2019
35,15,Will Disney+ and Netflix Force the Academy Awards to Recognize Streaming? Plus: Why 'Doctor Sleep' Dozed Off | The Oscars Show,2019-11-12,The launch of Disney's new streaming service raises fascinating questions about the future of streaming and awards season. Sean and Amanda dive in by...,https://podscripts.co/podcasts/the-big-picture/will-disney-and-netflix-force-the-academy-awards-to-recognize-streaming-plus-why-doctor-sleep-dozed-off-the-oscars-show,will-disney-and-netflix-force-the-academy-awards-to-recognize-streaming-plus-why-doctor-sleep-dozed-off-the-oscars-show,oscar,2019
35,16,'Marriage Story' Destroyed Us. Plus: Noah Baumbach on His Divorce Opus. | The Big Picture,2019-11-08,Writer-director Noah Baumbach's latest is one of the year's best and most emotionally devastating films. The Netflix release stars Adam Driver and Sca...,https://podscripts.co/podcasts/the-big-picture/marriage-story-destroyed-us-plus-noah-baumbach-on-his-divorce-opus-the-big-picture,marriage-story-destroyed-us-plus-noah-baumbach-on-his-divorce-opus-the-big-picture,standard,2019
35,17,Netflix's 'The Irishman' Is Alive and WellAre Movie Theaters Dead? Plus: Antonio Banderas! | The Oscars Show,2019-11-05,Martin Scorsese's 'The Irishman' is already being hailed as a sophisticated masterworkby Sean and Amanda and dozens of criticsthat will challenge fo...,https://podscripts.co/podcasts/the-big-picture/netflixs-the-irishman-is-alive-and-well-are-movie-theaters-dead-plus-antonio-banderas-the-oscars-show,netflixs-the-irishman-is-alive-and-well-are-movie-theaters-dead-plus-antonio-banderas-the-oscars-show,oscar,2019
35,18,Top Five Martin Scorsese Movies. Plus: Edward Norton! | The Big Picture,2019-11-01,"'The Irishman' opens in theaters this weekend, so Sean has convened two Scorsese fanatics, Chris Ryan and Adam Nayman, to share their top five favorit...",https://podscripts.co/podcasts/the-big-picture/top-five-martin-scorsese-movies-plus-edward-norton-the-big-picture,top-five-martin-scorsese-movies-plus-edward-norton-the-big-picture,ranking,2019
35,19,Eleven Reckless Oscar Predictions. Plus: Bong Joon-ho! | The Oscars Show,2019-10-29,The nominations are flowing and we're already drunk with takes. Amanda and Sean look at the Gotham Awards noms and the Academy's Governors Awards and...,https://podscripts.co/podcasts/the-big-picture/eleven-reckless-oscar-predictions-plus-bong-joon-ho-the-oscars-show,eleven-reckless-oscar-predictions-plus-bong-joon-ho-the-oscars-show,oscar,2019
35,20,The 10 Best Horror Movies of the Decade | The Big Picture,2019-10-25,"The '10s are nearly over, and horror has been one of the decade's most dominant genres. Chris Ryan teams up with Sean to break down the very best the...",https://podscripts.co/podcasts/the-big-picture/the-10-best-horror-movies-of-the-decade-the-big-picture,the-10-best-horror-movies-of-the-decade-the-big-picture,interview,2019
36,1,"What Do Disney Sequels, Zombies, a Nazi Comedy, and Steven Soderbergh Have in Common? | The Big Picture",2019-10-18,"Political subtext is everywhere, even at the movies. The weekend's four big releases'Maleficent: Mistress of Evil'; 'Jojo Rabbit'; 'The Laundromat';...",https://podscripts.co/podcasts/the-big-picture/what-do-disney-sequels-zombies-a-nazi-comedy-and-steven-soderbergh-have-in-common-the-big-picture,what-do-disney-sequels-zombies-a-nazi-comedy-and-steven-soderbergh-have-in-common-the-big-picture,standard,2019
36,2,'Parasite' Is the Movie of the YearWill the Oscars Agree? | The Oscars Show,2019-10-15,"After winning the Palme d'Or at Cannes, soaring to international box office success, and riding a wave of extraordinary festival buzz, Bong Joon-ho's...",https://podscripts.co/podcasts/the-big-picture/parasite-is-the-movie-of-the-year-will-the-oscars-agree-the-oscars-show,parasite-is-the-movie-of-the-year-will-the-oscars-agree-the-oscars-show,oscar,2019
36,3,Top Five Will Smith Movies and the Bizarre Truth of 'Gemini Man' | The Big Picture,2019-10-11,"As Ang Lee's hyperreal new action movie 'Gemini Man' hits theaters, Sean and Amanda look back at the long, fascinating career of rapper, sitcom star,...",https://podscripts.co/podcasts/the-big-picture/top-five-will-smith-movies-and-the-bizarre-truth-of-gemini-man-the-big-picture,top-five-will-smith-movies-and-the-bizarre-truth-of-gemini-man-the-big-picture,ranking,2019
36,4,The 'Joker' Aftermath and Martin Scorsese's Marvel Movie Mishegas | The Oscars Show,2019-10-07,Todd Phillips's 'Joker' is one of the year's biggest hits and most controversial films. Chris Ryan joins Sean and Amanda to talk about the film's succ...,https://podscripts.co/podcasts/the-big-picture/the-joker-aftermath-and-martin-scorseses-marvel-movie-mishegas-the-oscars-show,the-joker-aftermath-and-martin-scorseses-marvel-movie-mishegas-the-oscars-show,oscar,2019
36,5,A 'Joker' Deep Dive (SPOILERS) | The Big Picture,2019-10-04,"Todd Phillips's 'Joker,' a gritty homage to '70s films like 'Taxi Driver,' has become one of the year's most anticipated and controversial movies. Sea...",https://podscripts.co/podcasts/the-big-picture/a-joker-deep-dive-spoilers-the-big-picture,a-joker-deep-dive-spoilers-the-big-picture,standard,2019
36,6,"'The Irishman' Is (Almost) Here, Eddie Murphy Is Back, and 'Diego Maradona' Scores | The Oscars Show",2019-10-01,"Marty back! 'The Irishman' premiered at the New York Film Festival to rapturous reviews over the weekend, so Sean and Amanda look at the film's chance...",https://podscripts.co/podcasts/the-big-picture/the-irishman-is-almost-here-eddie-murphy-is-back-and-diego-maradona-scores-the-oscars-show,the-irishman-is-almost-here-eddie-murphy-is-back-and-diego-maradona-scores-the-oscars-show,oscar,2019
36,7,"'Star Wars' Goes Marvel, 'Judy' Goes for Oscar, and J.Lo Goes Running to the Super Bowl | The Big Picture",2019-09-27,"Sean and Amanda break down a busy news cycle, including Jennifer Lopez's Oscars-related decision to perform at the Super Bowl halftime show and Marvel...",https://podscripts.co/podcasts/the-big-picture/star-wars-goes-marvel-judy-goes-for-oscar-and-jlo-goes-running-to-the-super-bowl-the-big-picture,star-wars-goes-marvel-judy-goes-for-oscar-and-jlo-goes-running-to-the-super-bowl-the-big-picture,oscar,2019
36,8,"'Downton Abbey,' 'Breaking Bad,' and Why TV Is Still Jealous of Movies | The Oscars Show",2019-09-24,Sean and Amanda are joined by Chris Ryan to break down the phenomenon of turning TV series into movies after the box office success of 'Downton Abbey....,https://podscripts.co/podcasts/the-big-picture/downton-abbey-breaking-bad-and-why-tv-is-still-jealous-of-movies-the-oscars-show,downton-abbey-breaking-bad-and-why-tv-is-still-jealous-of-movies-the-oscars-show,oscar,2019
36,9,"'Ad Astra' Is a Masterpiece, and Brad Pitt Has Won 2019. Plus: James Gray on Making His Space Epic. | The Big Picture",2019-09-20,Sean and Amanda dive deep into the career of Brad Pitt by sharing their top five favorite performances and examining his work in two of the year's bes...,https://podscripts.co/podcasts/the-big-picture/ad-astra-is-a-masterpiece-and-brad-pitt-has-won-2019-plus-james-gray-on-making-his-space-epic-the-big-picture,ad-astra-is-a-masterpiece-and-brad-pitt-has-won-2019-plus-james-gray-on-making-his-space-epic-the-big-picture,ranking,2019
36,10,"Oscar Bait Reborn: 'Hustlers' Cashes In, 'The Goldfinch' Flops Hard, and 'Jojo Rabbit' Hops into the Best Picture Race | The Oscars Show",2019-09-17,"After winning the Audience Award at TIFF, 'Jojo Rabbit' is likely to follow in the footsteps of past winners like 'Green Book' and 'Three Billboards,'...",https://podscripts.co/podcasts/the-big-picture/oscar-bait-reborn-hustlers-cashes-in-the-goldfinch-flops-hard-and-jojo-rabbit-hops-into-the-best-picture-race-the-oscars-show,oscar-bait-reborn-hustlers-cashes-in-the-goldfinch-flops-hard-and-jojo-rabbit-hops-into-the-best-picture-race-the-oscars-show,oscar,2019
36,11,"'Hustlers' Is Undeniable and So Is Jennifer Lopez, Oscar Contender | The Big Picture",2019-09-13,"With the release of 'Hustlers,' a stripper-criminal saga, Sean and Amanda take a close look at the movie career and unusually persistent superstardom...",https://podscripts.co/podcasts/the-big-picture/hustlers-is-undeniable-and-so-is-jennifer-lopez-oscar-contender-the-big-picture,hustlers-is-undeniable-and-so-is-jennifer-lopez-oscar-contender-the-big-picture,oscar,2019
36,12,"An 'It Chapter Two' Deep Dive, 'Joker' at Venice, and Big Winners at the Toronto International Film Festival | The Oscars Show",2019-09-10,"'The Oscars Show' returns to read the tea leaves out of Venice and TIFF, including the shocking Golden Lion win for 'Joker'; the divisive reaction to...",https://podscripts.co/podcasts/the-big-picture/an-it-chapter-two-deep-dive-joker-at-venice-and-big-winners-at-the-toronto-international-film-festival-the-oscars-show,an-it-chapter-two-deep-dive-joker-at-venice-and-big-winners-at-the-toronto-international-film-festival-the-oscars-show,oscar,2019
36,13,Top Five Stephen King Movies and the Most Anticipated Movies at the Toronto International Film Festival | The Big Picture,2019-09-06,Ringer contributor Adam Nayman joins Sean to break down the films he's most looking forward to at this year's Toronto International Film Festival (1:1...,https://podscripts.co/podcasts/the-big-picture/top-five-stephen-king-movies-and-the-most-anticipated-movies-at-the-toronto-international-film-festival-the-big-picture,top-five-stephen-king-movies-and-the-most-anticipated-movies-at-the-toronto-international-film-festival-the-big-picture,ranking,2019
36,14,The Best Movies at the Telluride Film Festival and the Triumphant Return of the Oscars Show | The Oscars Show,2019-09-04,"Sean has returned from Telluride bearing takes on the very best that the Colorado film festival had to offer, among them 'Marriage Story,' 'Ford v. Fe...",https://podscripts.co/podcasts/the-big-picture/the-best-movies-at-the-telluride-film-festival-and-the-triumphant-return-of-the-oscars-show-the-oscars-show,the-best-movies-at-the-telluride-film-festival-and-the-triumphant-return-of-the-oscars-show-the-oscars-show,oscar,2019
36,15,The Five Most Anticipated Movies of the Fall Festivals. Plus: 'The Irishman' Is Almost Here ... and It's Three and a Half Hours Long | The Big Picture,2019-08-29,"Awards season is nearly upon us, and Netflix has landed on a rollout strategy for its big movies, among them the Eddie Murphy vehicle 'Dolemite Is My...",https://podscripts.co/podcasts/the-big-picture/the-five-most-anticipated-movies-of-the-fall-festivals-plus-the-irishman-is-almost-here-and-its-three-and-a-half-hours-long-the-big-picture,the-five-most-anticipated-movies-of-the-fall-festivals-plus-the-irishman-is-almost-here-and-its-three-and-a-half-hours-long-the-big-picture,oscar,2019
36,16,"The Future of Star Wars, Marvel, Pixar, and Disneys Movie Monopoly. Plus: Our Summer Movie Awards and Paul Downs Colaizzo on Brittany Runs a Marathon | The Big Picture",2019-08-27,"Disneys D23 Expo brought with it a lot of news about the near and far future of streaming (1:00). Plus, we hand out awards for a slow summer in movie...",https://podscripts.co/podcasts/the-big-picture/the-future-of-star-wars-marvel-pixar-and-disneys-movie-monopoly-plus-our-summer-movie-awards-and-paul-downs-colaizzo-on-brittany-runs-a-marathon-the-big-picture,the-future-of-star-wars-marvel-pixar-and-disneys-movie-monopoly-plus-our-summer-movie-awards-and-paul-downs-colaizzo-on-brittany-runs-a-marathon-the-big-picture,standard,2019
36,17,Spider-Man Is Out of the MCU and Movies Are in a State of IP Crisis. Plus: Ben Berman on Untangling The Amazing Johnathan Documentary | The Big Picture,2019-08-22,"A public, corporate feud between Marvel and Sony could spell the end of Spider-Man in the Marvel Cinematic Universeare we stuck caring about this for...",https://podscripts.co/podcasts/the-big-picture/spider-man-is-out-of-the-mcu-and-movies-are-in-a-state-of-ip-crisis-plus-ben-berman-on-untangling-the-amazing-johnathan-documentary-the-big-picture,spider-man-is-out-of-the-mcu-and-movies-are-in-a-state-of-ip-crisis-plus-ben-berman-on-untangling-the-amazing-johnathan-documentary-the-big-picture,standard,2019
36,18,"Why Whered You Go, Bernadette Fell Prey to the Summer Box Office Slump. Plus: Making Ready or Not With Radio Silence | The Big Picture",2019-08-20,"Blinded by the Light struggled in what was another slow weekend at the box office, while Good Boys broke the trend of superhero and franchise-IP m...",https://podscripts.co/podcasts/the-big-picture/why-whered-you-go-bernadette-fell-prey-to-the-summer-box-office-slump-plus-making-ready-or-not-with-radio-silence-the-big-picture,why-whered-you-go-bernadette-fell-prey-to-the-summer-box-office-slump-plus-making-ready-or-not-with-radio-silence-the-big-picture,standard,2019
36,19,"Mailbag Special: Favorite Acting Performances Ever, Lingering Tarantino Thoughts, and the Dark Future of the Movie Business | The Big Picture",2019-08-13,We open the mailbag to answer some of our listeners most-pressing questions: What films are we most looking forward to for the rest of the year? Is A...,https://podscripts.co/podcasts/the-big-picture/mailbag-special-favorite-acting-performances-ever-lingering-tarantino-thoughts-and-the-dark-future-of-the-movie-business-the-big-picture,mailbag-special-favorite-acting-performances-ever-lingering-tarantino-thoughts-and-the-dark-future-of-the-movie-business-the-big-picture,mailbag,2019
36,20,"The Once Upon A Time ... In Hollywood Take Cycle, Reviewed | The Big Picture",2019-08-09,"We attempt to have a nuanced conversation about the complicated reception to Quentin Tarantinos new film. (0:00) Then, we break down the latest shake...",https://podscripts.co/podcasts/the-big-picture/the-once-upon-a-time-in-hollywood-take-cycle-reviewed-the-big-picture,the-once-upon-a-time-in-hollywood-take-cycle-reviewed-the-big-picture,interview,2019
37,1,Spider-Man: Into the Spider Verse vs. Sense and Sensibility. Plus: Avi Belkin on Mike Wallace Is Here | The Big Picture,2019-08-05,"Sean and Amanda finally cave and watch each others beloved films after months and months of refusing (1:00). Then, director Avi Belkin joins the show...",https://podscripts.co/podcasts/the-big-picture/spider-man-into-the-spider-verse-vs-sense-and-sensibility-plus-avi-belkin-on-mike-wallace-is-here-the-big-picture,spider-man-into-the-spider-verse-vs-sense-and-sensibility-plus-avi-belkin-on-mike-wallace-is-here-the-big-picture,standard,2019
37,2,"Making Hobbs and Shaw the Action Movie Event of the Summer, With David Leitch | Interview",2019-08-02,"Hobbs and Shaw director David Leitch joins to talk about the challenges of adapting a successful franchise, his work on 'John Wick,' and the state o...",https://podscripts.co/podcasts/the-big-picture/making-hobbs-and-shaw-the-action-movie-event-of-the-summer-with-david-leitch-interview,making-hobbs-and-shaw-the-action-movie-event-of-the-summer-with-david-leitch-interview,interview,2019
37,3,Once Upon a Time in Hollywood Is Quentin Tarantinos Most Sentimental Film Yet (SPOILERS) | Exit Survey,2019-07-26,"We gather to discuss Quentin Tarantinos ninthand allegedly penultimatefilm, Once Upon a Time in Hollywood. We break down everything from Leonar...",https://podscripts.co/podcasts/the-big-picture/once-upon-a-time-in-hollywood-is-quentin-tarantinos-most-sentimental-film-yet-spoilers-exit-survey,once-upon-a-time-in-hollywood-is-quentin-tarantinos-most-sentimental-film-yet-spoilers-exit-survey,standard,2019
37,4,"Top Five Quentin Tarantino Films. Plus: David Crosby, Cameron Crowe, and A.J. Eaton on David Crosby: Remember My Name | The Big Picture",2019-07-23,"The Cats trailer set fire to Twitter, and Marvel extinguished the flames by announcing its next decade of IP dominancewhat are we looking forward t...",https://podscripts.co/podcasts/the-big-picture/top-five-quentin-tarantino-films-plus-david-crosby-cameron-crowe-and-aj-eaton-on-david-crosby-remember-my-name-the-big-picture,top-five-quentin-tarantino-films-plus-david-crosby-cameron-crowe-and-aj-eaton-on-david-crosby-remember-my-name-the-big-picture,ranking,2019
37,5,Were Debating The Lion King in 2019. Why? | Exit Survey,2019-07-19,"Disney is in the midst of a nostalgia churn, and the latest installment is a remake of The Lion King, the iconic 1994 peak of the Disney golden era....",https://podscripts.co/podcasts/the-big-picture/were-debating-the-lion-king-in-2019-why-exit-survey,were-debating-the-lion-king-in-2019-why-exit-survey,standard,2019
37,6,"The Theatrical Movie Business Is a Disaster, So The Farewell Is a Miracle, With Lulu Wang | Interview",2019-07-16,The slow box office summer continued this weekend as Stuber failed to make a real impact in theaters. Is streaming going to put an end to the big-bu...,https://podscripts.co/podcasts/the-big-picture/the-theatrical-movie-business-is-a-disaster-so-the-farewell-is-a-miracle-with-lulu-wang-interview,the-theatrical-movie-business-is-a-disaster-so-the-farewell-is-a-miracle-with-lulu-wang-interview,interview,2019
37,7,"The Making of an Action Star in 2019, Plus: Reviving Action-Comedy and 'Stuber' With Director Michael Dowse | Interview",2019-07-12,"David Shoemaker joins the show to talk about how action stars are minted in the postThe Rock era of filmmaking, Dave Bautistas rise to legitimate ac...",https://podscripts.co/podcasts/the-big-picture/the-making-of-an-action-star-in-2019-plus-reviving-action-comedy-and-stuber-with-director-michael-dowse-interview,the-making-of-an-action-star-in-2019-plus-reviving-action-comedy-and-stuber-with-director-michael-dowse-interview,standard,2019
37,8,"Are We Headed for a 2020 Oscars Disaster? Plus: How Disney Runs the Movie World, and Jesse Eisenberg and Riley Stearns on 'The Art of Self-Defense' I Discussion",2019-07-09,We take an early survey of the alleged frontrunners in the 2020 Oscarsa slim list of movies that are already getting negative buzzbefore discussing...,https://podscripts.co/podcasts/the-big-picture/are-we-headed-for-a-2020-oscars-disaster-plus-how-disney-runs-the-movie-world-and-jesse-eisenberg-and-riley-stearns-on-the-art-of-self-defense-i-discussion,are-we-headed-for-a-2020-oscars-disaster-plus-how-disney-runs-the-movie-world-and-jesse-eisenberg-and-riley-stearns-on-the-art-of-self-defense-i-discussion,oscar,2019
37,9,"Making Midsommar, A Deep Dive Into the Movie Freakout of the Year | Interview",2019-07-03,"Chris Ryan joins to discuss Midsommar, Ari Asters shocking Swedish nightmare follow up to his debut horror hit Hereditary (1:00). Then, Aster com...",https://podscripts.co/podcasts/the-big-picture/making-midsommar-a-deep-dive-into-the-movie-freakout-of-the-year-interview,making-midsommar-a-deep-dive-into-the-movie-freakout-of-the-year-interview,interview,2019
37,10,"Spider-Man: Far From Home Is Here, and So Is the Future of MCU (SPOILERS) | Exit Survey",2019-07-02,"Friendly neighborhood MCU fan Micah Peters joins the show to discuss Spider-Man: Far From Home, the Marvel movie tasked with following Avengers: En...",https://podscripts.co/podcasts/the-big-picture/spider-man-far-from-home-is-here-and-so-is-the-future-of-mcu-spoilers-exit-survey,spider-man-far-from-home-is-here-and-so-is-the-future-of-mcu-spoilers-exit-survey,interview,2019
37,11,"The Best Movies of 2019 So Far. Plus, Yesterday Deletes the Beatles. | The Big Picture",2019-06-28,"In this double episode, Sean and Amanda review Yesterday, a movie that delivered in Beatles nostalgia but came up short in plot payoff (1:00). Then,...",https://podscripts.co/podcasts/the-big-picture/the-best-movies-of-2019-so-far-plus-yesterday-deletes-the-beatles-the-big-picture,the-best-movies-of-2019-so-far-plus-yesterday-deletes-the-beatles-the-big-picture,standard,2019
37,12,"Why Horror Is Bigger Than Ever, Plus: Gary Dauberman on Annabelle Comes Home | The Big Picture",2019-06-25,"The horror genre spent decades as the lowbrow stepchild of the movie industry, but now its the vehicle for exciting young filmmakers like Ari Aster a...",https://podscripts.co/podcasts/the-big-picture/why-horror-is-bigger-than-ever-plus-gary-dauberman-on-annabelle-comes-home-the-big-picture,why-horror-is-bigger-than-ever-plus-gary-dauberman-on-annabelle-comes-home-the-big-picture,standard,2019
37,13,'Toy Story 4' Is a Masterpiece. Is It in Pixar's Top 5? | The Big Picture,2019-06-21,"Despite the threat of sequel fatigue, Pixar has managed to create classics. 'Toy Story 4' is the latest example, a fascinating portrait of identity th...",https://podscripts.co/podcasts/the-big-picture/toy-story-4-is-a-masterpiece-is-it-in-pixars-top-5-the-big-picture,toy-story-4-is-a-masterpiece-is-it-in-pixars-top-5-the-big-picture,ranking,2019
37,14,Is 2019 the Worst Movie Summer Ever? 'Men in Black: International' Isn't Helping | The Big Picture,2019-06-18,'Men in Black: International' is yet another in a series of disappointing and drab sequels to hit this summer. What went wrong with the alien comedy r...,https://podscripts.co/podcasts/the-big-picture/is-2019-the-worst-movie-summer-ever-men-in-black-international-isnt-helping-the-big-picture,is-2019-the-worst-movie-summer-ever-men-in-black-international-isnt-helping-the-big-picture,interview,2019
37,15,"#ReleaseTheSnyderCut, Dylan and Scorseses Netflix Deep Fake, and Jim Jarmusch on The Dead Dont Die | The Big Picture",2019-06-14,"We dive deep on The Snyder Cutthe unreleased directors cut of Justice Leagueand the activism surrounding it from DCEU fans, before reviewing th...",https://podscripts.co/podcasts/the-big-picture/releasethesnydercut-dylan-and-scorseses-netflix-deep-fake-and-jim-jarmusch-on-the-dead-dont-die-the-big-picture,releasethesnydercut-dylan-and-scorseses-netflix-deep-fake-and-jim-jarmusch-on-the-dead-dont-die-the-big-picture,standard,2019
37,16,"Why 'Dark Phoenix' Flopped and 'Late Night' Works, Plus Joe Talbot on 'The Last Black Man in San Francisco' | The Big Picture",2019-06-11,"We go over Mindy Kalings feature screenwriting debut, Late Night, before reviewing the box office flop of Dark Phoenix, the most recent and final...",https://podscripts.co/podcasts/the-big-picture/why-dark-phoenix-flopped-and-late-night-works-plus-joe-talbot-on-the-last-black-man-in-san-francisco-the-big-picture,why-dark-phoenix-flopped-and-late-night-works-plus-joe-talbot-on-the-last-black-man-in-san-francisco-the-big-picture,standard,2019
37,17,The Failure of Dark Phoenix' and the End of X-Men Movies ... For Now | Exit Survey,2019-06-07,"Sean is joined by Chris Ryan to dive deep on the existing X-Men franchise, a two-decade-long series of movies that have seldom delivered but still gra...",https://podscripts.co/podcasts/the-big-picture/the-failure-of-dark-phoenix-and-the-end-of-x-men-movies-for-now-exit-survey,the-failure-of-dark-phoenix-and-the-end-of-x-men-movies-for-now-exit-survey,standard,2019
37,18,A 'Chernobyl' Deep Dive With Creator Craig Mazin and Mallory Rubin | The Big Picture,2019-06-04,Sean is joined by Mallory Rubin to react as fans to HBOs Chernobyla science-laden docudrama that snuck up as one of the best shows on television t...,https://podscripts.co/podcasts/the-big-picture/a-chernobyl-deep-dive-with-creator-craig-mazin-and-mallory-rubin-the-big-picture,a-chernobyl-deep-dive-with-creator-craig-mazin-and-mallory-rubin-the-big-picture,interview,2019
37,19,"'Rocketman' Sings, but Will It Soar? I Exit Survey",2019-05-31,"We give our immediate reactions to RocketmanDexter Fletchers Elton John biopic, starring Taron Egerton. How is Egertons singing? How does the fil...",https://podscripts.co/podcasts/the-big-picture/rocketman-sings-but-will-it-soar-i-exit-survey,rocketman-sings-but-will-it-soar-i-exit-survey,standard,2019
37,20,"Booksmart Bombed. Why Couldn't the Internet Save It? Plus, the Oscar Favorites at the Cannes Film Festival | The Big Picture",2019-05-29,"The discourse around Booksmart blew up on Twitter over the long weekend, but the film still disappointed at the box office. What, if anything, is th...",https://podscripts.co/podcasts/the-big-picture/booksmart-bombed-why-couldnt-the-internet-save-it-plus-the-oscar-favorites-at-the-cannes-film-festival-the-big-picture,booksmart-bombed-why-couldnt-the-internet-save-it-plus-the-oscar-favorites-at-the-cannes-film-festival-the-big-picture,oscar,2019
38,1,Will Smiths Aladdin: Why Does This Movie Exist? | Exit Survey,2019-05-24,Disney is releasing its third live-action remake of a beloved animated classic this year aloneis this overflooding the market or is it a smart strate...,https://podscripts.co/podcasts/the-big-picture/will-smiths-aladdin-why-does-this-movie-exist-exit-survey,will-smiths-aladdin-why-does-this-movie-exist-exit-survey,standard,2019
38,2,"'Booksmart' Bonanza and the Best High School Movies, With Olivia Wilde, Beanie Feldstein, and More | The Big Picture",2019-05-21,"We preview Booksmart, Olivia Wildes directorial debut out this weekend, and the latest in a long tradition of what we call high school movies""of...",https://podscripts.co/podcasts/the-big-picture/booksmart-bonanza-and-the-best-high-school-movies-with-olivia-wilde-beanie-feldstein-and-more-the-big-picture,booksmart-bonanza-and-the-best-high-school-movies-with-olivia-wilde-beanie-feldstein-and-more-the-big-picture,interview,2019
38,3,"Making John Wick: Chapter 3Parabellum With Chad Stahelski, and Watching It With Shea Serrano | The Big Picture",2019-05-17,"Chad Stahelski, the mind behind John Wick, joins the show to discuss some of the unique difficulties of shooting one of the most action-packed franchi...",https://podscripts.co/podcasts/the-big-picture/making-john-wick-chapter-3-parabellum-with-chad-stahelski-and-watching-it-with-shea-serrano-the-big-picture,making-john-wick-chapter-3-parabellum-with-chad-stahelski-and-watching-it-with-shea-serrano-the-big-picture,interview,2019
38,4,The WTF Movies of 2019 So Far | The Big Picture,2019-05-14,"You asked and we answeredsort of. In a year dominated by superheroes, it's been hard to find a common theme at the movies for just about anything els...",https://podscripts.co/podcasts/the-big-picture/the-wtf-movies-of-2019-so-far-the-big-picture,the-wtf-movies-of-2019-so-far-the-big-picture,standard,2019
38,5,"Pokmon Detective Pikachu Exit Survey, Plus Werner Herzog on His Epic Career | The Big Picture",2019-05-10,"Micah Peters joins the show to make sense of the publics obsession with Pokmon and the release of Detective Pikachu (1:30). Then, Werner Herzog co...",https://podscripts.co/podcasts/the-big-picture/pokemon-detective-pikachu-exit-survey-plus-werner-herzog-on-his-epic-career-the-big-picture,pokemon-detective-pikachu-exit-survey-plus-werner-herzog-on-his-epic-career-the-big-picture,standard,2019
38,6,"'Endgame' Reigns in Theaters, While Netflix Rules at HomeWhat's the Future? Plus Extremely Wicked, Shockingly Evil, and Vile Director Joe Berlinger | Interview",2019-05-07,We discuss the continued dominance of Avengers: Endgame at the box office and the ramifications for wide-release movies and smaller festival darling...,https://podscripts.co/podcasts/the-big-picture/endgame-reigns-in-theaters-while-netflix-rules-at-home-whats-the-future-plus-extremely-wicked-shockingly-evil-and-vile-director-joe-berlinger-interview,endgame-reigns-in-theaters-while-netflix-rules-at-home-whats-the-future-plus-extremely-wicked-shockingly-evil-and-vile-director-joe-berlinger-interview,standard,2019
