feature,liked_mean,disliked_mean,gap
canon_share,0.32814371257485014,NA,NA
franchise_flag,0.03486360612109115,NA,NA
industry_share,0.3442526625985636,NA,NA
interview_share,0.05988023952095805,NA,NA
oscar_share,0.22887558216899542,NA,NA
total_mentions,300.8614770459082,NA,NA
